"","Time","X","RECORDING_SESSION_LABEL","DELE.MELICET","language","freq","Bins","Look","Counts","Total","Prop","Freq_of_fixated_item","Region","ot1","ot2","ot3","ot4","ot5","Prop_cs","DELE.MELICET_cs","Bins_cs","dominance_cat","language_cont"
"28",620,45,"p01",0.744186047,"CS","LT",31,1,52,160,0.325,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.181445853553983,0.196744546238099,-1.64595212191617,"SpDom",0.5
"29",620,4238,"p28",0.673913043,"S","HT",31,2,81,160,0.50625,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.864700124724319,-0.218155345265494,-1.64595212191617,"EngDom",-0.5
"30",620,1309,"p09",0.642857143,"CS","HT",31,2,40,160,0.25,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,-0.401512947859891,-1.64595212191617,"EngDom",0.5
"31",620,544,"p04",0.918918919,"CS","LT",31,1,60,160,0.375,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,1.22838750311114,-1.64595212191617,"SpDom",0.5
"32",620,545,"p04",0.918918919,"CS","LT",31,2,80,160,0.5,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,1.22838750311114,-1.64595212191617,"SpDom",0.5
"33",620,1185,"p08",0.70212766,"CS","LT",31,1,80,160,0.5,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,-0.0515730040279482,-1.64595212191617,"EngDom",0.5
"34",620,1186,"p08",0.70212766,"CS","LT",31,2,60,160,0.375,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,-0.0515730040279482,-1.64595212191617,"EngDom",0.5
"35",620,3111,"p21",0.777777778,"S","HT",31,2,20,160,0.125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,0.395073986478307,-1.64595212191617,"SpDom",-0.5
"36",620,3991,"p27",1.025,"CS","HT",31,2,56,160,0.35,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.0371498565500794,1.85470239634502,-1.64595212191617,"SpDom",0.5
"37",620,295,"p02",0.708333333,"S","LT",31,1,17,160,0.10625,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.44403582733814,-0.0149339974699425,-1.64595212191617,"EngDom",-0.5
"38",620,296,"p02",0.708333333,"S","LT",31,2,80,160,0.5,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,-0.0149339974699425,-1.64595212191617,"EngDom",-0.5
"39",620,254,"p02",0.708333333,"S","HT",31,2,40,160,0.25,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,-0.0149339974699425,-1.64595212191617,"EngDom",-0.5
"40",620,2721,"p19",0.604651163,"CS","HT",31,1,40,160,0.25,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,-0.627085444473077,-1.64595212191617,"EngDom",0.5
"41",620,1603,"p10",0.477272727,"S","LT",31,2,60,160,0.375,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,-1.37914236915353,-1.64595212191617,"EngDom",-0.5
"42",620,46,"p01",0.744186047,"CS","LT",31,2,80,160,0.5,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,0.196744546238099,-1.64595212191617,"SpDom",0.5
"43",620,3489,"p23",0.520833333,"S","LT",31,2,40,140,0.285714285714286,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.408196705988687,-1.12195554527404,-1.64595212191617,"EngDom",-0.5
"44",620,2343,"p16",0.553191489,"S","LT",31,1,57,160,0.35625,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.00107585729910323,-0.930909273598274,-1.64595212191617,"EngDom",-0.5
"45",620,2344,"p16",0.553191489,"S","LT",31,2,49,160,0.30625,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.289667851306911,-0.930909273598274,-1.64595212191617,"EngDom",-0.5
"46",620,3236,"p22",0.714285714,"CS","LT",31,1,70,160,0.4375,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.467886132963584,0.0202095440113357,-1.64595212191617,"SpDom",0.5
"47",620,3110,"p21",0.777777778,"S","HT",31,1,20,160,0.125,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,0.395073986478307,-1.64595212191617,"SpDom",-0.5
"48",620,745,"p05",0.954545455,"S","HT",31,2,20,160,0.125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,1.43873066591444,-1.64595212191617,"SpDom",-0.5
"49",620,1966,"p14",0.625,"CS","HT",31,1,40,160,0.25,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,-0.506943572303726,-1.64595212191617,"EngDom",0.5
"50",620,1967,"p14",0.625,"CS","HT",31,2,11,160,0.06875,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.660479822844,-0.506943572303726,-1.64595212191617,"EngDom",0.5
"51",620,4304,"p29",0.955555556,"CS","HT",31,1,40,160,0.25,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,1.44469441830089,-1.64595212191617,"SpDom",0.5
"52",620,4305,"p29",0.955555556,"CS","HT",31,2,20,160,0.125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,1.44469441830089,-1.64595212191617,"SpDom",0.5
"53",620,1884,"p12",0.409090909,"S","HT",31,2,60,140,0.428571428571429,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.416351848319335,-1.78169565819064,-1.64595212191617,"EngDom",-0.5
"54",620,213,"p02",0.708333333,"CS","LT",31,1,67,160,0.41875,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.359664135210656,-0.0149339974699425,-1.64595212191617,"EngDom",0.5
"55",620,3643,"p24",0.642857143,"S","LT",31,2,60,160,0.375,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,-0.401512947859891,-1.64595212191617,"EngDom",-0.5
"56",620,3885,"p26",0.795454545,"CS","LT",31,1,80,160,0.5,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,0.499439650289039,-1.64595212191617,"SpDom",0.5
"57",620,3886,"p26",0.795454545,"CS","LT",31,2,40,160,0.25,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,0.499439650289039,-1.64595212191617,"SpDom",0.5
"58",620,828,"p06",0.880952381,"CS","HT",31,1,80,160,0.5,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,1.00422869958302,-1.64595212191617,"SpDom",0.5
"59",620,829,"p06",0.880952381,"CS","HT",31,2,55,160,0.34375,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.0732238558010552,1.00422869958302,-1.64595212191617,"SpDom",0.5
"60",620,744,"p05",0.954545455,"S","HT",31,1,100,160,0.625,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,1.55010611049286,1.43873066591444,-1.64595212191617,"SpDom",-0.5
"61",620,462,"p03",0.857142857,"S","LT",31,2,20,160,0.125,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,0.863654533657905,-1.64595212191617,"SpDom",-0.5
"62",620,335,"p03",0.857142857,"CS","HT",31,1,100,160,0.625,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,1.55010611049286,0.863654533657905,-1.64595212191617,"SpDom",0.5
"63",620,4414,"p29",0.955555556,"S","LT",31,1,20,160,0.125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,1.44469441830089,-1.64595212191617,"SpDom",-0.5
"64",620,1727,"p11",0.5,"S","HT",31,1,60,160,0.375,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,-1.24495793750646,-1.64595212191617,"EngDom",-0.5
"65",620,1728,"p11",0.5,"S","HT",31,2,80,160,0.5,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,-1.24495793750646,-1.64595212191617,"EngDom",-0.5
"66",620,1602,"p10",0.477272727,"S","LT",31,1,40,160,0.25,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,-1.37914236915353,-1.64595212191617,"EngDom",-0.5
"67",620,1644,"p11",0.5,"CS","HT",31,2,100,160,0.625,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,1.55010611049286,-1.24495793750646,-1.64595212191617,"EngDom",0.5
"68",620,87,"p01",0.744186047,"S","HT",31,1,34,160,0.2125,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.83077784007155,0.196744546238099,-1.64595212191617,"SpDom",-0.5
"69",620,1350,"p09",0.642857143,"CS","LT",31,1,53,160,0.33125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.145371854303007,-0.401512947859891,-1.64595212191617,"EngDom",0.5
"70",620,1351,"p09",0.642857143,"CS","LT",31,2,60,160,0.375,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,-0.401512947859891,-1.64595212191617,"EngDom",0.5
"71",620,586,"p04",0.918918919,"S","HT",31,1,100,160,0.625,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,1.55010611049286,1.22838750311114,-1.64595212191617,"SpDom",-0.5
"72",620,587,"p04",0.918918919,"S","HT",31,2,40,160,0.25,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,1.22838750311114,-1.64595212191617,"SpDom",-0.5
"73",620,1227,"p08",0.70212766,"S","HT",31,2,100,160,0.625,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,1.55010611049286,-0.0515730040279482,-1.64595212191617,"EngDom",-0.5
"74",620,3152,"p21",0.777777778,"S","LT",31,1,20,160,0.125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,0.395073986478307,-1.64595212191617,"SpDom",-0.5
"75",620,3153,"p21",0.777777778,"S","LT",31,2,100,160,0.625,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,1.55010611049286,0.395073986478307,-1.64595212191617,"SpDom",-0.5
"76",620,2008,"p14",0.625,"CS","LT",31,1,40,160,0.25,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,-0.506943572303726,-1.64595212191617,"EngDom",0.5
"77",620,2760,"p19",0.604651163,"CS","LT",31,1,20,160,0.125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,-0.627085444473077,-1.64595212191617,"EngDom",0.5
"78",620,2761,"p19",0.604651163,"CS","LT",31,2,20,160,0.125,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,-0.627085444473077,-1.64595212191617,"EngDom",0.5
"79",620,1143,"p08",0.70212766,"CS","HT",31,1,40,160,0.25,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,-0.0515730040279482,-1.64595212191617,"EngDom",0.5
"80",620,3027,"p21",0.777777778,"CS","HT",31,2,60,160,0.375,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,0.395073986478307,-1.64595212191617,"SpDom",0.5
"81",620,3683,"p25",0.71,"CS","HT",31,2,80,160,0.5,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,-0.00509380396586802,-1.64595212191617,"EngDom",0.5
"82",620,88,"p01",0.744186047,"S","HT",31,2,80,160,0.5,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,0.196744546238099,-1.64595212191617,"SpDom",-0.5
"83",620,4677,"p31",0.975609756,"S","HT",31,2,53,160,0.33125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.145371854303007,1.56309671976207,-1.64595212191617,"SpDom",-0.5
"84",620,2385,"p17",0.55,"CS","HT",31,1,80,160,0.5,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,-0.949752191425366,-1.64595212191617,"EngDom",0.5
"85",620,2386,"p17",0.55,"CS","HT",31,2,20,160,0.125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,-0.949752191425366,-1.64595212191617,"EngDom",0.5
"86",620,3278,"p22",0.714285714,"S","HT",31,1,80,160,0.5,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,0.0202095440113357,-1.64595212191617,"SpDom",-0.5
"87",620,2869,"p20",0.446808511,"CS","HT",31,2,60,160,0.375,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,-1.55900660141464,-1.64595212191617,"EngDom",0.5
"88",620,955,"p06",0.880952381,"S","LT",31,2,97,160,0.60625,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,1.44188411273993,1.00422869958302,-1.64595212191617,"SpDom",-0.5
"89",620,377,"p03",0.857142857,"CS","LT",31,1,69,160,0.43125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.431812133712608,0.863654533657905,-1.64595212191617,"SpDom",0.5
"90",620,2009,"p14",0.625,"CS","LT",31,2,20,160,0.125,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,-0.506943572303726,-1.64595212191617,"EngDom",0.5
"91",620,2135,"p15",0.782608696,"CS","LT",31,2,12,160,0.075,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.62440582359302,0.423596281527238,-1.64595212191617,"SpDom",0.5
"92",620,1883,"p12",0.409090909,"S","HT",31,1,60,140,0.428571428571429,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.416351848319335,-1.78169565819064,-1.64595212191617,"EngDom",-0.5
"93",620,3723,"p25",0.71,"CS","LT",31,1,60,160,0.375,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,-0.00509380396586802,-1.64595212191617,"EngDom",0.5
"94",620,3724,"p25",0.71,"CS","LT",31,2,80,160,0.5,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,-0.00509380396586802,-1.64595212191617,"EngDom",0.5
"95",620,3558,"p24",0.642857143,"CS","LT",31,1,49,160,0.30625,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.289667851306911,-0.401512947859891,-1.64595212191617,"EngDom",0.5
"96",620,3926,"p26",0.795454545,"S","HT",31,2,60,160,0.375,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,0.499439650289039,-1.64595212191617,"SpDom",-0.5
"97",620,996,"p07",0.714285714,"CS","HT",31,1,80,160,0.5,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.828626125473343,0.0202095440113357,-1.64595212191617,"SpDom",0.5
"98",620,870,"p06",0.880952381,"CS","LT",31,1,101,160,0.63125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,1.58618010974384,1.00422869958302,-1.64595212191617,"SpDom",0.5
"99",620,871,"p06",0.880952381,"CS","LT",31,2,40,160,0.25,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,1.00422869958302,-1.64595212191617,"SpDom",0.5
"100",620,503,"p04",0.918918919,"CS","HT",31,2,20,160,0.125,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-1.33581382958521,1.22838750311114,-1.64595212191617,"SpDom",0.5
"101",620,4071,"p27",1.025,"S","HT",31,1,60,160,0.375,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,0.107146140453825,1.85470239634502,-1.64595212191617,"SpDom",-0.5
"102",620,3195,"p22",0.714285714,"CS","HT",31,2,40,160,0.25,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,0.0202095440113357,-1.64595212191617,"SpDom",0.5
"103",620,3948,"p26",0.795454545,"S","LT",31,1,56,160,0.35,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.0371498565500794,0.499439650289039,-1.64595212191617,"SpDom",-0.5
"104",620,1769,"p11",0.5,"S","LT",31,1,40,140,0.285714285714286,"L","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.408196705988687,-1.24495793750646,-1.64595212191617,"EngDom",-0.5
"105",620,1643,"p11",0.5,"CS","HT",31,1,40,160,0.25,"H","200_pre_200_post_word",-0.368394198806504,0.43019174220914,-0.437609387793024,0.405147567067942,-0.346947648511203,-0.614333844565694,-1.24495793750646,-1.64595212191617,"EngDom",0.5
