"","Time","X1","RECORDING_SESSION_LABEL","DELE.MELICET","language","freq","pair_num","target_freq","distractor_freq","Bins","Look","Counts","Total","Prop","Freq_of_fixated_item","Region","ot1","ot2","ot3","ot4","ot5","DELE.MELICET_","Prop_cs","DELE.MELICET_cs","Bins_cs"
"2931",700,7914,"p18",0.583333333,"CS","LT",24,1.609,5.215,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.698947843802567,-0.982710181352555
"2932",700,10463,"p24",0.642857143,"CS","LT",5,1.609,5.333,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.339784266452793,-0.982710181352555
"2933",700,260,"p01",0.744186047,"S","HT",18,4.787,0.693,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.271629076368709,-0.982710181352555
"2934",700,11801,"p27",1.025,"CS","LT",27,1.099,4.466,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.96604588082413,-0.982710181352555
"2935",700,6214,"p14",0.625,"CS","HT",15,4.29,0.693,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.447533339657725,-0.982710181352555
"2936",700,10419,"p24",0.642857143,"CS","LT",1,1.386,4.477,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.339784266452793,-0.982710181352555
"2937",700,4271,"p09",0.642857143,"CS","LT",16,1.099,4.762,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.339784266452793,-0.982710181352555
"2938",700,11647,"p26",0.795454545,"S","LT",7,1.724,4.7,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.580980529963997,-0.982710181352555
"2939",700,11485,"p26",0.795454545,"S","HT",28,5.787,0.693,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.580980529963997,-0.982710181352555
"2940",700,4648,"p10",0.477272727,"CS","HT",16,4.762,1.099,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.33891203068585,-0.982710181352555
"2941",700,56,"p01",0.744186047,"CS","HT",5,5.333,1.609,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.271629076368709,-0.982710181352555
"2942",700,9164,"p21",0.777777778,"S","LT",26,1.099,4.454,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.474319836172749,-0.982710181352555
"2943",700,3699,"p08",0.70212766,"CS","LT",5,1.609,5.333,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0178509540932485,-0.982710181352555
"2944",700,8289,"p19",0.604651163,"CS","LT",26,0.693,4.025,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.570317165018156,-0.982710181352555
"2945",700,8822,"p20",0.446808511,"S","LT",18,0.693,4.787,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.52273152745053,-0.982710181352555
"2946",700,9464,"p22",0.714285714,"CS","LT",20,1.099,4.344,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0912120203329887,-0.982710181352555
"2947",700,876,"p02",0.708333333,"S","LT",5,1.792,5.429,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0552956625980115,-0.982710181352555
"2948",700,12503,"p28",0.673913043,"S","LT",18,0.693,4.787,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.152394579169387,-0.982710181352555
"2949",700,799,"p02",0.708333333,"S","LT",1,1.946,5.136,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0552956625980115,-0.982710181352555
"2950",700,7240,"p17",0.55,"CS","HT",4,4.984,1.945910149,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.900079443498072,-0.982710181352555
"2951",700,6145,"p12",0.409090909,"S","LT",24,1.792,5.389,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.75031757853454,-0.982710181352555
"2952",700,3960,"p08",0.70212766,"S","LT",22,1.609,5.68,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0178509540932485,-0.982710181352555
"2953",700,9203,"p21",0.777777778,"S","LT",28,0.693,5.787,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.474319836172749,-0.982710181352555
"2954",700,2125,"p05",0.954545455,"S","HT",17,6.498,1.792,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.54092681632287,-0.982710181352555
"2955",700,9746,"p22",0.714285714,"S","LT",4,2.197224577,4.828,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0912120203329887,-0.982710181352555
"2956",700,11730,"p27",1.025,"CS","HT",20,4.344,1.099,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.96604588082413,-0.982710181352555
"2957",700,8068,"p18",0.583333333,"S","LT",1,1.946,5.136,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.698947843802567,-0.982710181352555
"2958",700,1508,"p04",0.918918919,"CS","HT",29,5.094,2.079,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.3259581488545,-0.982710181352555
"2959",700,1866,"p04",0.918918919,"S","LT",18,0.693,4.787,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.3259581488545,-0.982710181352555
"2960",700,3198,"p07",0.714285714,"CS","LT",32,0.693,5.298317367,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0912120203329887,-0.982710181352555
"2961",700,6606,"p15",0.782608696,"S","HT",4,4.828,2.197224577,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.503469344424378,-0.982710181352555
"2962",700,3692,"p08",0.70212766,"CS","LT",4,1.945910149,4.984,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0178509540932485,-0.982710181352555
"2963",700,4461,"p09",0.642857143,"S","LT",27,1.099,4.007,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.339784266452793,-0.982710181352555
"2964",700,7017,"p16",0.553191489,"S","HT",14,5.017,1.946,700,1,13,20,0.65,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,-1.75782720651491,-0.880822164666081,-0.982710181352555
"2965",700,3980,"p08",0.70212766,"S","LT",23,2.197,4.99,700,1,13,20,0.65,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,-1.75782720651491,0.0178509540932485,-0.982710181352555
"2966",700,10873,"p25",0.71,"CS","LT",10,1.609,5.165,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,0.71,0.292792864143409,0.0653522446946683,-0.982710181352555
"2967",700,641,"p02",0.708333333,"CS","LT",20,1.099,4.344,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0552956625980115,-0.982710181352555
"2968",700,1197,"p03",0.857142857,"CS","LT",32,0.693,5.298317367,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.9532045999385,-0.982710181352555
"2969",700,5920,"p12",0.409090909,"S","HT",10,5.017,1.792,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.75031757853454,-0.982710181352555
"2970",700,3674,"p08",0.70212766,"CS","LT",3,2.303,5.1,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0178509540932485,-0.982710181352555
"2971",700,8940,"p21",0.777777778,"CS","HT",8,4.635,1.099,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.474319836172749,-0.982710181352555
"2972",700,2852,"p06",0.880952381,"S","LT",6,2.197,4.159,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.09687003087841,-0.982710181352555
"2973",700,9046,"p21",0.777777778,"CS","LT",15,0.693,4.29,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.474319836172749,-0.982710181352555
"2974",700,5802,"p12",0.409090909,"CS","LT",4,1.945910149,4.984,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.75031757853454,-0.982710181352555
"2975",700,11231,"p26",0.795454545,"CS","HT",10,5.165,1.609,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.580980529963997,-0.982710181352555
"2976",700,4309,"p09",0.642857143,"S","HT",18,4.787,0.693,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.339784266452793,-0.982710181352555
"2977",700,9539,"p22",0.714285714,"CS","LT",24,1.609,5.215,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0912120203329887,-0.982710181352555
"2978",700,13062,"p31",0.975609756,"CS","HT",20,4.344,1.099,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.66802771429181,-0.982710181352555
"2979",700,4040,"p09",0.642857143,"CS","HT",2,4.127,0.693,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.339784266452793,-0.982710181352555
"2980",700,133,"p01",0.744186047,"CS","LT",10,1.609,5.165,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.271629076368709,-0.982710181352555
"2981",700,12116,"p27",1.025,"S","LT",16,1.386,5.182,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.96604588082413,-0.982710181352555
"2982",700,8569,"p20",0.446808511,"CS","HT",30,7.396,1.792,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.52273152745053,-0.982710181352555
"2983",700,9687,"p22",0.714285714,"S","LT",1,1.946,5.136,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0912120203329887,-0.982710181352555
"2984",700,3734,"p08",0.70212766,"CS","LT",7,0.693,4.043,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0178509540932485,-0.982710181352555
"2985",700,6678,"p16",0.553191489,"CS","HT",27,4.466,1.099,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.880822164666081,-0.982710181352555
"2986",700,1603,"p04",0.918918919,"CS","LT",2,0.693,4.127,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.3259581488545,-0.982710181352555
"2987",700,4812,"p10",0.477272727,"S","HT",26,4.454,1.099,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.33891203068585,-0.982710181352555
"2988",700,6388,"p14",0.625,"S","HT",30,7.584,1.099,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.447533339657725,-0.982710181352555
"2989",700,3024,"p07",0.714285714,"CS","HT",23,5.22,2.197,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0912120203329887,-0.982710181352555
"2990",700,8491,"p20",0.446808511,"CS","HT",25,3.989,0.693,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.52273152745053,-0.982710181352555
"2991",700,9144,"p21",0.777777778,"S","LT",25,0.693,4.682,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.474319836172749,-0.982710181352555
"2992",700,8269,"p19",0.604651163,"CS","LT",25,0.693,3.989,700,2,12,20,0.6,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,-2.05077293089467,-0.570317165018156,-0.982710181352555
"2993",700,12010,"p27",1.025,"S","HT",8,4.796,1.386,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.96604588082413,-0.982710181352555
"2994",700,6541,"p14",0.625,"S","LT",8,1.386,4.796,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.447533339657725,-0.982710181352555
"2995",700,4481,"p09",0.642857143,"S","LT",29,2.303,5.303,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.339784266452793,-0.982710181352555
"2996",700,5290,"p11",0.5,"CS","LT",30,1.792,7.396,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.2017768460583,-0.982710181352555
"2997",700,13314,"p31",0.975609756,"S","LT",9,0.693,4.419,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.66802771429181,-0.982710181352555
"2998",700,8960,"p21",0.777777778,"CS","LT",9,0.693,4.205,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.474319836172749,-0.982710181352555
"2999",700,11092,"p25",0.71,"S","HT",23,4.99,2.197,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,0.71,0.292792864143409,0.0653522446946683,-0.982710181352555
"3000",700,935,"p03",0.857142857,"CS","HT",17,5.553,1.946,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.9532045999385,-0.982710181352555
"3001",700,1908,"p04",0.918918919,"S","LT",21,1.386,6.397,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.3259581488545,-0.982710181352555
"3002",700,7536,"p17",0.55,"S","HT",24,5.389,1.792,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.900079443498072,-0.982710181352555
"3003",700,10941,"p25",0.71,"CS","LT",14,1.792,4.489,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,0.71,0.292792864143409,0.0653522446946683,-0.982710181352555
"3004",700,6933,"p16",0.553191489,"S","HT",9,4.419,0.693,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.880822164666081,-0.982710181352555
"3005",700,4231,"p09",0.642857143,"CS","LT",14,1.792,4.489,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.339784266452793,-0.982710181352555
"3006",700,11365,"p26",0.795454545,"CS","LT",18,1.609,4.984,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.580980529963997,-0.982710181352555
"3007",700,1525,"p04",0.918918919,"CS","HT",30,7.396,1.792,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.3259581488545,-0.982710181352555
"3008",700,2193,"p05",0.954545455,"S","HT",21,6.397,1.386,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.54092681632287,-0.982710181352555
"3009",700,8509,"p20",0.446808511,"CS","HT",26,4.025,0.693,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.52273152745053,-0.982710181352555
"3010",700,4862,"p10",0.477272727,"S","HT",29,5.303,2.303,700,2,15,20,0.75,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,-1.17193575775539,-1.33891203068585,-0.982710181352555
"3011",700,9260,"p21",0.777777778,"S","LT",32,1.946,4.48863637,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.474319836172749,-0.982710181352555
"3012",700,217,"p01",0.744186047,"CS","LT",15,0.693,4.29,700,2,16,20,0.8,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,-0.878990033375632,0.271629076368709,-0.982710181352555
"3013",700,7143,"p16",0.553191489,"S","LT",21,1.386,6.397,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.880822164666081,-0.982710181352555
"3014",700,5725,"p12",0.409090909,"CS","HT",32,5.298317367,0.693,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.75031757853454,-0.982710181352555
"3015",700,11193,"p25",0.71,"S","LT",30,1.099,7.584,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,0.71,0.292792864143409,0.0653522446946683,-0.982710181352555
"3016",700,583,"p02",0.708333333,"CS","LT",17,1.946,5.553,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0552956625980115,-0.982710181352555
"3017",700,12773,"p29",0.955555556,"S","LT",32,1.946,4.48863637,700,2,17,20,0.85,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,-0.586044308995872,1.54702171328334,-0.982710181352555
"3018",700,4078,"p09",0.642857143,"CS","HT",4,4.984,1.945910149,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.339784266452793,-0.982710181352555
"3019",700,2030,"p05",0.954545455,"CS","LT",11,1.099,4.762,700,1,9,20,0.45,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,-2.92961010403395,1.54092681632287,-0.982710181352555
"3020",700,6770,"p16",0.553191489,"CS","HT",32,5.298317367,0.693,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.880822164666081,-0.982710181352555
"3021",700,8404,"p19",0.604651163,"S","HT",8,4.796,1.386,700,2,3,20,0.15,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,-4.68728445031252,-0.570317165018156,-0.982710181352555
"3022",700,13022,"p31",0.975609756,"CS","HT",18,4.984,1.609,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.66802771429181,-0.982710181352555
"3023",700,12293,"p28",0.673913043,"CS","LT",4,1.945910149,4.984,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.152394579169387,-0.982710181352555
"3024",700,7341,"p17",0.55,"CS","LT",11,1.099,4.762,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.900079443498072,-0.982710181352555
"3025",700,7680,"p18",0.583333333,"CS","HT",10,5.165,1.609,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-0.698947843802567,-0.982710181352555
"3026",700,2624,"p06",0.880952381,"CS","LT",23,2.197,5.22,700,1,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.09687003087841,-0.982710181352555
"3027",700,477,"p02",0.708333333,"CS","HT",10,5.165,1.609,700,2,20,20,1,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0552956625980115,-0.982710181352555
"3028",700,3391,"p07",0.714285714,"S","LT",10,1.792,5.017,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,0.0912120203329887,-0.982710181352555
"3029",700,8529,"p20",0.446808511,"CS","HT",28,5.303,1.609,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,-1.52273152745053,-0.982710181352555
"3030",700,4773,"p10",0.477272727,"CS","LT",23,2.197,5.22,700,1,15,20,0.75,"L","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,-1.17193575775539,-1.33891203068585,-0.982710181352555
"3031",700,8996,"p21",0.777777778,"CS","LT",12,1.386,4.605,700,2,10,20,0.5,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,-2.63666437965419,0.474319836172749,-0.982710181352555
"3032",700,12047,"p27",1.025,"S","LT",11,1.792,4.754,700,2,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,NA,0.292792864143409,1.96604588082413,-0.982710181352555
"3033",700,10835,"p25",0.71,"CS","HT",8,4.635,1.099,700,1,20,20,1,"H","200_pre_200_post_word",-0.213280851940607,-0.0226416706425863,0.243417399401899,-0.24814765846731,0.0334774046809055,0.71,0.292792864143409,0.0653522446946683,-0.982710181352555
