"","Time","X1","RECORDING_SESSION_LABEL","DELE.MELICET","language","freq","pair_num","target_freq","distractor_freq","Bins","Look","Counts","Total","Prop","Freq_of_fixated_item","Region","ot1","ot2","ot3","ot4","ot5","Prop_cs","DELE.MELICET_cs","Bins_cs","dominance_cat"
"3358",720,10339,"p24",0.642857143,"CS","HT",27,4.466,1.099,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.339784266452793,-0.80915527564231,"EngDom"
"3359",720,5841,"p12",0.409090909,"CS","LT",6,1.609,4.431,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.75031757853454,-0.80915527564231,"EngDom"
"3360",720,3603,"p08",0.70212766,"CS","HT",31,4.407,1.099,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0178509540932485,-0.80915527564231,"SpDom"
"3361",720,5237,"p11",0.5,"CS","LT",27,1.099,4.466,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.2017768460583,-0.80915527564231,"EngDom"
"3362",720,2506,"p06",0.880952381,"CS","LT",17,1.946,5.553,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.09687003087841,-0.80915527564231,"SpDom"
"3363",720,9764,"p22",0.714285714,"S","LT",5,1.792,5.429,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3364",720,7895,"p18",0.583333333,"CS","LT",23,2.197,5.22,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.698947843802567,-0.80915527564231,"EngDom"
"3365",720,4422,"p09",0.642857143,"S","LT",25,0.693,4.682,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.339784266452793,-0.80915527564231,"EngDom"
"3366",720,4207,"p09",0.642857143,"CS","LT",12,1.386,4.605,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.339784266452793,-0.80915527564231,"EngDom"
"3367",720,11628,"p26",0.795454545,"S","LT",6,2.197,4.159,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.580980529963997,-0.80915527564231,"SpDom"
"3368",720,9403,"p22",0.714285714,"CS","HT",16,4.762,1.099,720,2,7,20,0.35,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,-3.51550155279347,0.0912120203329887,-0.80915527564231,"SpDom"
"3369",720,6697,"p16",0.553191489,"CS","HT",28,5.303,1.609,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.880822164666081,-0.80915527564231,"EngDom"
"3370",720,10704,"p24",0.642857143,"S","LT",21,1.386,6.397,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.339784266452793,-0.80915527564231,"EngDom"
"3371",720,3840,"p08",0.70212766,"S","HT",14,5.017,1.946,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0178509540932485,-0.80915527564231,"SpDom"
"3372",720,13355,"p31",0.975609756,"S","LT",12,1.099,5.737,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.66802771429181,-0.80915527564231,"SpDom"
"3373",720,12164,"p28",0.673913043,"CS","HT",27,4.466,1.099,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.152394579169387,-0.80915527564231,"EngDom"
"3374",720,12066,"p27",1.025,"S","LT",13,2.303,4.394,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.96604588082413,-0.80915527564231,"SpDom"
"3375",720,10382,"p24",0.642857143,"CS","HT",30,7.396,1.792,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.339784266452793,-0.80915527564231,"EngDom"
"3376",720,8806,"p20",0.446808511,"S","LT",17,1.792,6.498,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.52273152745053,-0.80915527564231,"EngDom"
"3377",720,1057,"p03",0.857142857,"CS","HT",24,5.215,1.609,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.9532045999385,-0.80915527564231,"SpDom"
"3378",720,11561,"p26",0.795454545,"S","LT",2,0.602,4.804,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.580980529963997,-0.80915527564231,"SpDom"
"3379",720,3122,"p07",0.714285714,"CS","LT",28,1.609,5.303,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3380",720,2405,"p06",0.880952381,"CS","HT",11,4.762,1.099,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.09687003087841,-0.80915527564231,"SpDom"
"3381",720,6049,"p12",0.409090909,"S","LT",18,0.693,4.787,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.75031757853454,-0.80915527564231,"EngDom"
"3382",720,6661,"p16",0.553191489,"CS","HT",26,4.025,0.693,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.880822164666081,-0.80915527564231,"EngDom"
"3383",720,672,"p02",0.708333333,"CS","LT",23,2.197,5.22,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0552956625980115,-0.80915527564231,"SpDom"
"3384",720,498,"p02",0.708333333,"CS","HT",11,4.762,1.099,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0552956625980115,-0.80915527564231,"SpDom"
"3385",720,9648,"p22",0.714285714,"S","HT",30,7.584,1.099,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3386",720,725,"p02",0.708333333,"S","HT",26,4.454,1.099,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0552956625980115,-0.80915527564231,"SpDom"
"3387",720,5881,"p12",0.409090909,"CS","LT",8,1.099,4.635,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.75031757853454,-0.80915527564231,"EngDom"
"3388",720,5141,"p11",0.5,"CS","HT",22,6.084,1.609,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.2017768460583,-0.80915527564231,"EngDom"
"3389",720,7816,"p18",0.583333333,"CS","LT",18,1.609,4.984,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.698947843802567,-0.80915527564231,"EngDom"
"3390",720,6009,"p12",0.409090909,"S","HT",15,5.257,1.386,720,2,6,20,0.3,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,-3.80844727717324,-1.75031757853454,-0.80915527564231,"EngDom"
"3391",720,12592,"p29",0.955555556,"CS","HT",4,4.984,1.945910149,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.54702171328334,-0.80915527564231,"SpDom"
"3392",720,1028,"p03",0.857142857,"CS","HT",22,6.084,1.609,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.9532045999385,-0.80915527564231,"SpDom"
"3393",720,2909,"p07",0.714285714,"CS","HT",17,5.553,1.946,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3394",720,8089,"p18",0.583333333,"S","LT",2,0.602,4.804,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.698947843802567,-0.80915527564231,"EngDom"
"3395",720,7401,"p17",0.55,"CS","LT",14,1.792,4.489,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.900079443498072,-0.80915527564231,"EngDom"
"3396",720,3639,"p08",0.70212766,"CS","LT",1,1.386,4.477,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0178509540932485,-0.80915527564231,"SpDom"
"3397",720,236,"p01",0.744186047,"CS","LT",16,1.099,4.762,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.271629076368709,-0.80915527564231,"SpDom"
"3398",720,12627,"p29",0.955555556,"CS","HT",8,4.635,1.099,720,1,13,20,0.65,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,-1.75782720651491,1.54702171328334,-0.80915527564231,"SpDom"
"3399",720,2889,"p06",0.880952381,"S","LT",8,1.386,4.796,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.09687003087841,-0.80915527564231,"SpDom"
"3400",720,10570,"p24",0.642857143,"S","HT",12,5.737,1.099,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.339784266452793,-0.80915527564231,"EngDom"
"3401",720,4099,"p09",0.642857143,"CS","HT",5,5.333,1.609,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.339784266452793,-0.80915527564231,"EngDom"
"3402",720,11875,"p27",1.025,"CS","LT",31,1.099,4.407,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.96604588082413,-0.80915527564231,"SpDom"
"3403",720,1178,"p03",0.857142857,"CS","LT",31,1.099,4.407,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.9532045999385,-0.80915527564231,"SpDom"
"3404",720,6849,"p16",0.553191489,"CS","LT",4,1.945910149,4.984,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.880822164666081,-0.80915527564231,"EngDom"
"3405",720,2545,"p06",0.880952381,"CS","LT",19,0.693,4.394,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.09687003087841,-0.80915527564231,"SpDom"
"3406",720,9727,"p22",0.714285714,"S","LT",3,0.693,4.094,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3407",720,13005,"p31",0.975609756,"CS","HT",17,5.553,1.946,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.66802771429181,-0.80915527564231,"SpDom"
"3408",720,171,"p01",0.744186047,"CS","LT",12,1.386,4.605,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.271629076368709,-0.80915527564231,"SpDom"
"3409",720,8550,"p20",0.446808511,"CS","HT",29,5.094,2.079,720,1,13,20,0.65,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,-1.75782720651491,-1.52273152745053,-0.80915527564231,"EngDom"
"3410",720,1995,"p05",0.954545455,"CS","LT",9,0.693,4.205,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.54092681632287,-0.80915527564231,"SpDom"
"3411",720,9277,"p22",0.714285714,"CS","HT",9,4.205,0.693,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3412",720,642,"p02",0.708333333,"CS","LT",20,1.099,4.344,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0552956625980115,-0.80915527564231,"SpDom"
"3413",720,11349,"p26",0.795454545,"CS","LT",17,1.946,5.553,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.580980529963997,-0.80915527564231,"SpDom"
"3414",720,10004,"p23",0.520833333,"CS","LT",27,1.099,4.466,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.07606959700286,-0.80915527564231,"EngDom"
"3415",720,9067,"p21",0.777777778,"CS","LT",16,1.099,4.762,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.474319836172749,-0.80915527564231,"SpDom"
"3416",720,6903,"p16",0.553191489,"CS","LT",7,0.693,4.043,720,1,16,20,0.8,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,-0.878990033375632,-0.880822164666081,-0.80915527564231,"EngDom"
"3417",720,5442,"p11",0.5,"S","HT",7,4.7,1.724,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.2017768460583,-0.80915527564231,"EngDom"
"3418",720,936,"p03",0.857142857,"CS","HT",17,5.553,1.946,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.9532045999385,-0.80915527564231,"SpDom"
"3419",720,12612,"p29",0.955555556,"CS","HT",7,4.043,0.693,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.54702171328334,-0.80915527564231,"SpDom"
"3420",720,6215,"p14",0.625,"CS","HT",15,4.29,0.693,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.447533339657725,-0.80915527564231,"EngDom"
"3421",720,1717,"p04",0.918918919,"S","HT",9,4.419,0.693,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.3259581488545,-0.80915527564231,"SpDom"
"3422",720,22,"p01",0.744186047,"CS","HT",3,5.1,2.303,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.271629076368709,-0.80915527564231,"SpDom"
"3423",720,13223,"p31",0.975609756,"S","HT",3,4.094,0.693,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.66802771429181,-0.80915527564231,"SpDom"
"3424",720,9782,"p22",0.714285714,"S","LT",6,2.197,4.159,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3425",720,7301,"p17",0.55,"CS","HT",8,4.635,1.099,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.900079443498072,-0.80915527564231,"EngDom"
"3426",720,5743,"p12",0.409090909,"CS","LT",1,1.386,4.477,720,2,8,20,0.4,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,-3.22255582841371,-1.75031757853454,-0.80915527564231,"EngDom"
"3427",720,10054,"p23",0.520833333,"CS","LT",31,1.099,4.407,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.07606959700286,-0.80915527564231,"EngDom"
"3428",720,7421,"p17",0.55,"CS","LT",15,0.693,4.29,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.900079443498072,-0.80915527564231,"EngDom"
"3429",720,9384,"p22",0.714285714,"CS","HT",15,4.29,0.693,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3430",720,1254,"p03",0.857142857,"S","HT",3,4.094,0.693,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.9532045999385,-0.80915527564231,"SpDom"
"3431",720,12895,"p30",0.953488372,"CS","LT",24,1.609,5.215,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.53454843241506,-0.80915527564231,"SpDom"
"3432",720,10315,"p23",0.520833333,"S","LT",16,1.386,5.182,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.07606959700286,-0.80915527564231,"EngDom"
"3433",720,4001,"p08",0.70212766,"S","LT",24,1.792,5.389,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0178509540932485,-0.80915527564231,"SpDom"
"3434",720,3755,"p08",0.70212766,"CS","LT",8,1.099,4.635,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0178509540932485,-0.80915527564231,"SpDom"
"3435",720,11822,"p27",1.025,"CS","LT",28,1.609,5.303,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.96604588082413,-0.80915527564231,"SpDom"
"3436",720,9145,"p21",0.777777778,"S","LT",25,0.693,4.682,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.474319836172749,-0.80915527564231,"SpDom"
"3437",720,2949,"p07",0.714285714,"CS","HT",19,4.394,0.693,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3438",720,5861,"p12",0.409090909,"CS","LT",7,0.693,4.043,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.75031757853454,-0.80915527564231,"EngDom"
"3439",720,2194,"p05",0.954545455,"S","HT",21,6.397,1.386,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.54092681632287,-0.80915527564231,"SpDom"
"3440",720,8049,"p18",0.583333333,"S","HT",31,4.277,1.946,720,2,6,20,0.3,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,-3.80844727717324,-0.698947843802567,-0.80915527564231,"EngDom"
"3441",720,8981,"p21",0.777777778,"CS","LT",10,1.609,5.165,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.474319836172749,-0.80915527564231,"SpDom"
"3442",720,1476,"p04",0.918918919,"CS","HT",26,4.025,0.693,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.3259581488545,-0.80915527564231,"SpDom"
"3443",720,4754,"p10",0.477272727,"CS","LT",22,1.609,6.084,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.33891203068585,-0.80915527564231,"EngDom"
"3444",720,7773,"p18",0.583333333,"CS","HT",15,4.29,0.693,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.698947843802567,-0.80915527564231,"EngDom"
"3445",720,10856,"p25",0.71,"CS","LT",9,0.693,4.205,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0653522446946683,-0.80915527564231,"SpDom"
"3446",720,9521,"p22",0.714285714,"CS","LT",23,2.197,5.22,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3447",720,6240,"p14",0.625,"CS","LT",17,1.946,5.553,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.447533339657725,-0.80915527564231,"EngDom"
"3448",720,7701,"p18",0.583333333,"CS","HT",11,4.762,1.099,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.698947843802567,-0.80915527564231,"EngDom"
"3449",720,12562,"p28",0.673913043,"S","LT",23,2.197,4.99,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-0.152394579169387,-0.80915527564231,"EngDom"
"3450",720,3295,"p07",0.714285714,"S","HT",5,5.429,1.792,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,0.0912120203329887,-0.80915527564231,"SpDom"
"3451",720,1833,"p04",0.918918919,"S","HT",16,5.182,1.386,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.3259581488545,-0.80915527564231,"SpDom"
"3452",720,6029,"p12",0.409090909,"S","LT",17,1.792,6.498,720,1,4,20,0.2,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,-4.39433872593276,-1.75031757853454,-0.80915527564231,"EngDom"
"3453",720,5634,"p12",0.409090909,"CS","HT",27,4.466,1.099,720,2,15,20,0.75,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,-1.17193575775539,-1.75031757853454,-0.80915527564231,"EngDom"
"3454",720,2683,"p06",0.880952381,"S","HT",27,4.007,1.099,720,2,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.09687003087841,-0.80915527564231,"SpDom"
"3455",720,2063,"p05",0.954545455,"CS","LT",13,2.197,5.521,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.54092681632287,-0.80915527564231,"SpDom"
"3456",720,6067,"p12",0.409090909,"S","LT",19,0.693,4.205,720,2,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.75031757853454,-0.80915527564231,"EngDom"
"3457",720,4537,"p10",0.477272727,"CS","HT",9,4.205,0.693,720,1,20,20,1,"H","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,-1.33891203068585,-0.80915527564231,"EngDom"
"3458",720,2853,"p06",0.880952381,"S","LT",6,2.197,4.159,720,1,20,20,1,"L","200_pre_200_post_word",-0.174502515224133,-0.098113906117874,0.266901081718965,-0.14362042238167,-0.138027160475819,0.292792864143409,1.09687003087841,-0.80915527564231,"SpDom"
