"","Time","X","RECORDING_SESSION_LABEL","DELE.MELICET","language","freq","Bins","Look","Counts","Total","Prop","Freq_of_fixated_item","Region","ot1","ot2","ot3","ot4","ot5","Prop_cs","DELE.MELICET_cs","Bins_cs"
"26",600,4154,"p28",0.673913043,"CS","HT",30,2,38,160,0.2375,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.685175728683387,-0.217967955907685,-1.65200491438505
"27",600,1120,"p07",0.714285714,"S","LT",30,2,95,160,0.59375,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.37629570264661,0.0204309040118612,-1.65200491438505
"28",600,2091,"p14",0.625,"S","LT",30,2,40,160,0.25,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.612843397759527,-0.506797339685532,-1.65200491438505
"29",600,2215,"p16",0.553191489,"CS","HT",30,1,65,160,0.40625,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.291310738788715,-0.930823462577431,-1.65200491438505
"30",600,2216,"p16",0.553191489,"CS","HT",30,2,80,160,0.5,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,-0.930823462577431,-1.65200491438505
"31",600,3066,"p21",0.777777778,"CS","LT",30,1,78,160,0.4875,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.761470889793801,0.395348770395755,-1.65200491438505
"32",600,3067,"p21",0.777777778,"CS","LT",30,2,20,160,0.125,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,0.395348770395755,-1.65200491438505
"33",600,3108,"p21",0.777777778,"S","HT",30,1,20,160,0.125,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,0.395348770395755,-1.65200491438505
"34",600,2341,"p16",0.553191489,"S","LT",30,1,80,160,0.5,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,-0.930823462577431,-1.65200491438505
"35",600,2342,"p16",0.553191489,"S","LT",30,2,43,160,0.26875,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.504344901373738,-0.930823462577431,-1.65200491438505
"36",600,2950,"p20",0.446808511,"S","HT",30,1,60,160,0.375,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,-1.5590103038703,-1.65200491438505
"37",600,2951,"p20",0.446808511,"S","HT",30,2,52,160,0.325,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.178849412216371,-1.5590103038703,-1.65200491438505
"38",600,3721,"p25",0.71,"CS","LT",30,1,56,160,0.35,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.0341847503686524,-0.00487605007946553,-1.65200491438505
"39",600,3318,"p22",0.714285714,"S","LT",30,1,40,160,0.25,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.612843397759527,0.0204309040118612,-1.65200491438505
"40",600,3319,"p22",0.714285714,"S","LT",30,2,120,160,0.75,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,2.28044983919485,0.0204309040118612,-1.65200491438505
"41",600,4413,"p29",0.955555556,"S","LT",30,2,40,160,0.25,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.612843397759527,1.44511878918471,-1.65200491438505
"42",600,3806,"p25",0.71,"S","LT",30,2,80,120,0.666666666666667,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.79823429970245,-0.00487605007946553,-1.65200491438505
"43",600,43,"p01",0.744186047,"CS","LT",30,1,60,160,0.375,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,0.196991065176695,-1.65200491438505
"44",600,2552,"p18",0.583333333,"CS","HT",30,2,80,160,0.5,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,-0.752837189499962,-1.65200491438505
"45",600,3445,"p23",0.520833333,"S","HT",30,2,20,160,0.125,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,-1.12189696126913,-1.65200491438505
"46",600,86,"p01",0.744186047,"S","HT",30,2,80,160,0.5,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,0.196991065176695,-1.65200491438505
"47",600,3487,"p23",0.520833333,"S","LT",30,2,40,140,0.285714285714286,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.406179595119927,-1.12189696126913,-1.65200491438505
"48",600,1141,"p08",0.70212766,"CS","HT",30,1,40,160,0.25,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.612843397759527,-0.0513618741384936,-1.65200491438505
"49",600,1142,"p08",0.70212766,"CS","HT",30,2,116,160,0.725,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,2.13578517734713,-0.0513618741384936,-1.65200491438505
"50",600,1264,"p08",0.70212766,"S","LT",30,1,120,160,0.75,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,2.28044983919485,-0.0513618741384936,-1.65200491438505
"51",600,1265,"p08",0.70212766,"S","LT",30,2,20,160,0.125,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,-0.0513618741384936,-1.65200491438505
"52",600,294,"p02",0.708333333,"S","LT",30,2,80,160,0.5,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,-0.0147176459616285,-1.65200491438505
"53",600,417,"p03",0.857142857,"S","HT",30,1,33,160,0.20625,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.866006555993035,0.863996097470665,-1.65200491438505
"54",600,418,"p03",0.857142857,"S","HT",30,2,67,160,0.41875,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.363643069712574,0.863996097470665,-1.65200491438505
"55",600,4548,"p30",0.953488372,"S","LT",30,1,20,160,0.125,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,1.43291215790079,-1.65200491438505
"56",600,784,"p05",0.954545455,"S","LT",30,1,60,160,0.375,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,1.43915418687233,-1.65200491438505
"57",600,785,"p05",0.954545455,"S","LT",30,2,40,160,0.25,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.612843397759527,1.43915418687233,-1.65200491438505
"58",600,543,"p04",0.918918919,"CS","LT",30,2,80,160,0.5,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,1.22878104695095,-1.65200491438505
"59",600,1516,"p10",0.477272727,"CS","LT",30,1,60,160,0.375,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,-1.37912043820491,-1.65200491438505
"60",600,1517,"p10",0.477272727,"CS","LT",30,2,60,160,0.375,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,-1.37912043820491,-1.65200491438505
"61",600,1882,"p12",0.409090909,"S","HT",30,2,60,140,0.428571428571429,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.420475615438466,-1.7817310972431,-1.65200491438505
"62",600,4069,"p27",1.025,"S","HT",30,1,60,160,0.375,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,1.85518519963713,-1.65200491438505
"63",600,4070,"p27",1.025,"S","HT",30,2,94,160,0.5875,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.34012953718468,1.85518519963713,-1.65200491438505
"64",600,1642,"p11",0.5,"CS","HT",30,2,112,160,0.7,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.99112051549941,-1.24491688322387,-1.65200491438505
"65",600,2007,"p14",0.625,"CS","LT",30,2,14,160,0.0875,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.5531636997697,-0.506797339685532,-1.65200491438505
"66",600,1036,"p07",0.714285714,"CS","LT",30,1,100,160,0.625,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.55712652995625,0.0204309040118612,-1.65200491438505
"67",600,4195,"p28",0.673913043,"CS","LT",30,1,94,160,0.5875,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.34012953718468,-0.217967955907685,-1.65200491438505
"68",600,4196,"p28",0.673913043,"CS","LT",30,2,40,160,0.25,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.612843397759527,-0.217967955907685,-1.65200491438505
"69",600,1768,"p11",0.5,"S","LT",30,2,72,140,0.514285714285714,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.916468741773498,-1.24491688322387,-1.65200491438505
"70",600,2133,"p15",0.782608696,"CS","LT",30,1,20,160,0.125,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,0.423875130308004,-1.65200491438505
"71",600,2257,"p16",0.553191489,"CS","LT",30,1,100,160,0.625,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.55712652995625,-0.930823462577431,-1.65200491438505
"72",600,2258,"p16",0.553191489,"CS","LT",30,2,40,160,0.25,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.612843397759527,-0.930823462577431,-1.65200491438505
"73",600,2299,"p16",0.553191489,"S","HT",30,1,48,160,0.3,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.32351407406409,-0.930823462577431,-1.65200491438505
"74",600,3109,"p21",0.777777778,"S","HT",30,2,20,160,0.125,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,0.395348770395755,-1.65200491438505
"75",600,2867,"p20",0.446808511,"CS","HT",30,2,60,160,0.375,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,-1.5590103038703,-1.65200491438505
"76",600,2383,"p17",0.55,"CS","HT",30,1,80,160,0.5,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,-0.949669065808532,-1.65200491438505
"77",600,2384,"p17",0.55,"CS","HT",30,2,20,160,0.125,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,-0.949669065808532,-1.65200491438505
"78",600,4490,"p30",0.953488372,"CS","LT",30,2,35,160,0.21875,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.793674225069176,1.43291215790079,-1.65200491438505
"79",600,3722,"p25",0.71,"CS","LT",30,2,80,160,0.5,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,-0.00487605007946553,-1.65200491438505
"80",600,3763,"p25",0.71,"S","HT",30,1,40,160,0.25,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.612843397759527,-0.00487605007946553,-1.65200491438505
"81",600,3360,"p23",0.520833333,"CS","HT",30,1,78,160,0.4875,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.761470889793801,-1.12189696126913,-1.65200491438505
"82",600,3361,"p23",0.520833333,"CS","HT",30,2,80,160,0.5,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,-1.12189696126913,-1.65200491438505
"83",600,4454,"p30",0.953488372,"CS","HT",30,1,40,160,0.25,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.612843397759527,1.43291215790079,-1.65200491438505
"84",600,2835,"p19",0.604651163,"S","LT",30,2,20,160,0.125,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,-0.62695633390934,-1.65200491438505
"85",600,85,"p01",0.744186047,"S","HT",30,1,27,160,0.16875,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.08300354876461,0.196991065176695,-1.65200491438505
"86",600,2594,"p18",0.583333333,"CS","LT",30,2,60,160,0.375,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,-0.752837189499962,-1.65200491438505
"87",600,3486,"p23",0.520833333,"S","LT",30,1,60,140,0.428571428571429,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.420475615438466,-1.12189696126913,-1.65200491438505
"88",600,2759,"p19",0.604651163,"CS","LT",30,2,20,160,0.125,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,-0.62695633390934,-1.65200491438505
"89",600,3529,"p24",0.642857143,"CS","HT",30,2,100,160,0.625,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.55712652995625,-0.401351689765062,-1.65200491438505
"90",600,1183,"p08",0.70212766,"CS","LT",30,1,75,160,0.46875,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.652972393408012,-0.0513618741384936,-1.65200491438505
"91",600,1184,"p08",0.70212766,"CS","LT",30,2,60,160,0.375,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,-0.0513618741384936,-1.65200491438505
"92",600,1306,"p09",0.642857143,"CS","HT",30,1,80,160,0.5,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,-0.401351689765062,-1.65200491438505
"93",600,1307,"p09",0.642857143,"CS","HT",30,2,48,160,0.3,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.32351407406409,-0.401351689765062,-1.65200491438505
"94",600,700,"p05",0.954545455,"CS","LT",30,1,98,160,0.6125,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.48479419903239,1.43915418687233,-1.65200491438505
"95",600,459,"p03",0.857142857,"S","LT",30,1,53,160,0.33125,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.142683246754441,0.863996097470665,-1.65200491438505
"96",600,460,"p03",0.857142857,"S","LT",30,2,20,160,0.125,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,0.863996097470665,-1.65200491438505
"97",600,4590,"p31",0.975609756,"CS","HT",30,1,60,160,0.375,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,1.56353796478492,-1.65200491438505
"98",600,826,"p06",0.880952381,"CS","HT",30,1,80,160,0.5,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,1.00459029736462,-1.65200491438505
"99",600,827,"p06",0.880952381,"CS","HT",30,2,62,160,0.3875,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.182812242402926,1.00459029736462,-1.65200491438505
"100",600,585,"p04",0.918918919,"S","HT",30,2,40,160,0.25,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.612843397759527,1.22878104695095,-1.65200491438505
"101",600,1558,"p10",0.477272727,"S","HT",30,1,9,140,0.0642857142857143,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.68749517148544,-1.37912043820491,-1.65200491438505
"102",600,1559,"p10",0.477272727,"S","HT",30,2,40,140,0.285714285714286,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-0.406179595119927,-1.37912043820491,-1.65200491438505
"103",600,1924,"p12",0.409090909,"S","LT",30,2,60,140,0.428571428571429,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.420475615438466,-1.7817310972431,-1.65200491438505
"104",600,4111,"p27",1.025,"S","LT",30,1,60,140,0.428571428571429,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.420475615438466,1.85518519963713,-1.65200491438505
"105",600,4112,"p27",1.025,"S","LT",30,2,60,140,0.428571428571429,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.420475615438466,1.85518519963713,-1.65200491438505
"106",600,1684,"p11",0.5,"CS","LT",30,2,112,160,0.7,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.99112051549941,-1.24491688322387,-1.65200491438505
"107",600,2049,"p14",0.625,"S","HT",30,2,60,160,0.375,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,-0.506797339685532,-1.65200491438505
"108",600,1078,"p07",0.714285714,"S","HT",30,1,100,160,0.625,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.55712652995625,0.0204309040118612,-1.65200491438505
"109",600,4237,"p28",0.673913043,"S","HT",30,2,80,160,0.5,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.83380322071766,-0.217967955907685,-1.65200491438505
"110",600,3024,"p21",0.777777778,"CS","HT",30,1,7,160,0.04375,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.80632685800321,0.395348770395755,-1.65200491438505
"111",600,3025,"p21",0.777777778,"CS","HT",30,2,60,160,0.375,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,0.110479911479066,0.395348770395755,-1.65200491438505
"112",600,1810,"p12",0.409090909,"CS","HT",30,2,100,160,0.625,"L","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,1.55712652995625,-1.7817310972431,-1.65200491438505
"113",600,2173,"p15",0.782608696,"S","HT",30,1,20,160,0.125,"H","200_pre_200_post_word",-0.360374985078224,0.422855413286659,-0.433297860106789,0.405147567067943,-0.351367541964403,-1.33616670699812,0.423875130308004,-1.65200491438505
