"","RECORDING_SESSION_LABEL","DELE.MELICET","language","freq","pair_num","target_freq","distractor_freq","Bins","Look","Counts","Total","Prop","Freq_of_fixated_item","Region"
"1","p01",0.744186047,"CS","HT",1,4.477,1.386,620,2,20,20,1,"L","200_pre_200_post_word"
"2","p01",0.744186047,"CS","HT",1,4.477,1.386,640,2,20,20,1,"L","200_pre_200_post_word"
"3","p01",0.744186047,"CS","HT",1,4.477,1.386,660,2,20,20,1,"L","200_pre_200_post_word"
"4","p01",0.744186047,"CS","HT",1,4.477,1.386,680,2,20,20,1,"L","200_pre_200_post_word"
"5","p01",0.744186047,"CS","HT",1,4.477,1.386,700,2,20,20,1,"L","200_pre_200_post_word"
"6","p01",0.744186047,"CS","HT",1,4.477,1.386,720,2,4,20,0.2,"L","200_pre_200_post_word"
"7","p01",0.744186047,"CS","HT",1,4.477,1.386,840,1,2,20,0.1,"H","200_pre_200_post_word"
"8","p01",0.744186047,"CS","HT",1,4.477,1.386,860,1,20,20,1,"H","200_pre_200_post_word"
"9","p01",0.744186047,"CS","HT",1,4.477,1.386,880,1,20,20,1,"H","200_pre_200_post_word"
"10","p01",0.744186047,"CS","HT",1,4.477,1.386,900,1,20,20,1,"H","200_pre_200_post_word"
"11","p01",0.744186047,"CS","HT",1,4.477,1.386,920,1,20,20,1,"H","200_pre_200_post_word"
"12","p01",0.744186047,"CS","HT",1,4.477,1.386,940,1,20,20,1,"H","200_pre_200_post_word"
"13","p01",0.744186047,"CS","HT",1,4.477,1.386,960,1,20,20,1,"H","200_pre_200_post_word"
"14","p01",0.744186047,"CS","HT",1,4.477,1.386,980,1,20,20,1,"H","200_pre_200_post_word"
"15","p01",0.744186047,"CS","HT",1,4.477,1.386,1000,1,20,20,1,"H","200_pre_200_post_word"
"16","p01",0.744186047,"CS","HT",2,4.127,0.693,900,2,15,20,0.75,"L","200_pre_200_post_word"
"17","p01",0.744186047,"CS","HT",3,5.1,2.303,620,2,20,20,1,"L","200_pre_200_post_word"
"18","p01",0.744186047,"CS","HT",3,5.1,2.303,640,2,20,20,1,"L","200_pre_200_post_word"
"19","p01",0.744186047,"CS","HT",3,5.1,2.303,660,2,20,20,1,"L","200_pre_200_post_word"
"20","p01",0.744186047,"CS","HT",3,5.1,2.303,680,2,20,20,1,"L","200_pre_200_post_word"
"21","p01",0.744186047,"CS","HT",3,5.1,2.303,700,2,20,20,1,"L","200_pre_200_post_word"
"22","p01",0.744186047,"CS","HT",3,5.1,2.303,720,2,20,20,1,"L","200_pre_200_post_word"
"23","p01",0.744186047,"CS","HT",3,5.1,2.303,740,2,20,20,1,"L","200_pre_200_post_word"
"24","p01",0.744186047,"CS","HT",3,5.1,2.303,760,2,20,20,1,"L","200_pre_200_post_word"
"25","p01",0.744186047,"CS","HT",3,5.1,2.303,780,2,20,20,1,"L","200_pre_200_post_word"
"26","p01",0.744186047,"CS","HT",3,5.1,2.303,800,2,20,20,1,"L","200_pre_200_post_word"
"27","p01",0.744186047,"CS","HT",3,5.1,2.303,820,2,20,20,1,"L","200_pre_200_post_word"
"28","p01",0.744186047,"CS","HT",3,5.1,2.303,840,2,20,20,1,"L","200_pre_200_post_word"
"29","p01",0.744186047,"CS","HT",3,5.1,2.303,860,2,20,20,1,"L","200_pre_200_post_word"
"30","p01",0.744186047,"CS","HT",3,5.1,2.303,880,2,20,20,1,"L","200_pre_200_post_word"
"31","p01",0.744186047,"CS","HT",3,5.1,2.303,900,2,20,20,1,"L","200_pre_200_post_word"
"32","p01",0.744186047,"CS","HT",3,5.1,2.303,920,2,20,20,1,"L","200_pre_200_post_word"
"33","p01",0.744186047,"CS","HT",3,5.1,2.303,940,2,20,20,1,"L","200_pre_200_post_word"
"34","p01",0.744186047,"CS","HT",3,5.1,2.303,960,2,9,20,0.45,"L","200_pre_200_post_word"
"35","p01",0.744186047,"CS","HT",4,4.984,1.945910149,620,1,20,20,1,"H","200_pre_200_post_word"
"36","p01",0.744186047,"CS","HT",4,4.984,1.945910149,640,1,20,20,1,"H","200_pre_200_post_word"
"37","p01",0.744186047,"CS","HT",4,4.984,1.945910149,660,1,20,20,1,"H","200_pre_200_post_word"
"38","p01",0.744186047,"CS","HT",4,4.984,1.945910149,680,1,20,20,1,"H","200_pre_200_post_word"
"39","p01",0.744186047,"CS","HT",4,4.984,1.945910149,700,1,20,20,1,"H","200_pre_200_post_word"
"40","p01",0.744186047,"CS","HT",4,4.984,1.945910149,720,1,20,20,1,"H","200_pre_200_post_word"
"41","p01",0.744186047,"CS","HT",4,4.984,1.945910149,740,1,20,20,1,"H","200_pre_200_post_word"
"42","p01",0.744186047,"CS","HT",4,4.984,1.945910149,760,1,20,20,1,"H","200_pre_200_post_word"
"43","p01",0.744186047,"CS","HT",4,4.984,1.945910149,780,1,20,20,1,"H","200_pre_200_post_word"
"44","p01",0.744186047,"CS","HT",4,4.984,1.945910149,800,1,20,20,1,"H","200_pre_200_post_word"
"45","p01",0.744186047,"CS","HT",4,4.984,1.945910149,880,2,19,20,0.95,"L","200_pre_200_post_word"
"46","p01",0.744186047,"CS","HT",4,4.984,1.945910149,900,2,20,20,1,"L","200_pre_200_post_word"
"47","p01",0.744186047,"CS","HT",4,4.984,1.945910149,920,2,20,20,1,"L","200_pre_200_post_word"
"48","p01",0.744186047,"CS","HT",4,4.984,1.945910149,940,2,20,20,1,"L","200_pre_200_post_word"
"49","p01",0.744186047,"CS","HT",4,4.984,1.945910149,960,2,20,20,1,"L","200_pre_200_post_word"
"50","p01",0.744186047,"CS","HT",4,4.984,1.945910149,980,2,20,20,1,"L","200_pre_200_post_word"
"51","p01",0.744186047,"CS","HT",4,4.984,1.945910149,1000,2,20,20,1,"L","200_pre_200_post_word"
"52","p01",0.744186047,"CS","HT",5,5.333,1.609,620,1,20,20,1,"H","200_pre_200_post_word"
"53","p01",0.744186047,"CS","HT",5,5.333,1.609,640,1,20,20,1,"H","200_pre_200_post_word"
"54","p01",0.744186047,"CS","HT",5,5.333,1.609,660,1,20,20,1,"H","200_pre_200_post_word"
"55","p01",0.744186047,"CS","HT",5,5.333,1.609,680,1,20,20,1,"H","200_pre_200_post_word"
"56","p01",0.744186047,"CS","HT",5,5.333,1.609,700,1,20,20,1,"H","200_pre_200_post_word"
"57","p01",0.744186047,"CS","HT",5,5.333,1.609,720,1,20,20,1,"H","200_pre_200_post_word"
"58","p01",0.744186047,"CS","HT",5,5.333,1.609,740,1,16,20,0.8,"H","200_pre_200_post_word"
"59","p01",0.744186047,"CS","HT",5,5.333,1.609,800,2,14,20,0.7,"L","200_pre_200_post_word"
"60","p01",0.744186047,"CS","HT",5,5.333,1.609,820,2,20,20,1,"L","200_pre_200_post_word"
"61","p01",0.744186047,"CS","HT",5,5.333,1.609,840,2,20,20,1,"L","200_pre_200_post_word"
"62","p01",0.744186047,"CS","HT",5,5.333,1.609,860,2,20,20,1,"L","200_pre_200_post_word"
"63","p01",0.744186047,"CS","HT",5,5.333,1.609,880,2,20,20,1,"L","200_pre_200_post_word"
"64","p01",0.744186047,"CS","HT",5,5.333,1.609,900,2,20,20,1,"L","200_pre_200_post_word"
"65","p01",0.744186047,"CS","HT",5,5.333,1.609,920,2,20,20,1,"L","200_pre_200_post_word"
"66","p01",0.744186047,"CS","HT",5,5.333,1.609,940,2,20,20,1,"L","200_pre_200_post_word"
"67","p01",0.744186047,"CS","HT",5,5.333,1.609,960,2,20,20,1,"L","200_pre_200_post_word"
"68","p01",0.744186047,"CS","HT",5,5.333,1.609,980,2,20,20,1,"L","200_pre_200_post_word"
"69","p01",0.744186047,"CS","HT",5,5.333,1.609,1000,2,20,20,1,"L","200_pre_200_post_word"
"70","p01",0.744186047,"CS","HT",6,4.431,1.609,620,1,20,20,1,"H","200_pre_200_post_word"
"71","p01",0.744186047,"CS","HT",6,4.431,1.609,640,1,20,20,1,"H","200_pre_200_post_word"
"72","p01",0.744186047,"CS","HT",6,4.431,1.609,660,1,20,20,1,"H","200_pre_200_post_word"
"73","p01",0.744186047,"CS","HT",6,4.431,1.609,680,1,20,20,1,"H","200_pre_200_post_word"
"74","p01",0.744186047,"CS","HT",6,4.431,1.609,700,1,20,20,1,"H","200_pre_200_post_word"
"75","p01",0.744186047,"CS","HT",6,4.431,1.609,720,1,20,20,1,"H","200_pre_200_post_word"
"76","p01",0.744186047,"CS","HT",6,4.431,1.609,740,1,20,20,1,"H","200_pre_200_post_word"
"77","p01",0.744186047,"CS","HT",6,4.431,1.609,760,1,20,20,1,"H","200_pre_200_post_word"
"78","p01",0.744186047,"CS","HT",6,4.431,1.609,780,1,20,20,1,"H","200_pre_200_post_word"
"79","p01",0.744186047,"CS","HT",6,4.431,1.609,800,1,20,20,1,"H","200_pre_200_post_word"
"80","p01",0.744186047,"CS","HT",6,4.431,1.609,820,1,20,20,1,"H","200_pre_200_post_word"
"81","p01",0.744186047,"CS","HT",6,4.431,1.609,840,1,20,20,1,"H","200_pre_200_post_word"
"82","p01",0.744186047,"CS","HT",6,4.431,1.609,860,1,20,20,1,"H","200_pre_200_post_word"
"83","p01",0.744186047,"CS","HT",6,4.431,1.609,880,1,20,20,1,"H","200_pre_200_post_word"
"84","p01",0.744186047,"CS","HT",6,4.431,1.609,900,1,20,20,1,"H","200_pre_200_post_word"
"85","p01",0.744186047,"CS","HT",6,4.431,1.609,920,1,20,20,1,"H","200_pre_200_post_word"
"86","p01",0.744186047,"CS","HT",6,4.431,1.609,940,1,20,20,1,"H","200_pre_200_post_word"
"87","p01",0.744186047,"CS","HT",6,4.431,1.609,960,1,20,20,1,"H","200_pre_200_post_word"
"88","p01",0.744186047,"CS","HT",6,4.431,1.609,980,1,20,20,1,"H","200_pre_200_post_word"
"89","p01",0.744186047,"CS","HT",6,4.431,1.609,1000,1,20,20,1,"H","200_pre_200_post_word"
"90","p01",0.744186047,"CS","HT",7,4.043,0.693,620,2,20,20,1,"L","200_pre_200_post_word"
"91","p01",0.744186047,"CS","HT",7,4.043,0.693,640,2,20,20,1,"L","200_pre_200_post_word"
"92","p01",0.744186047,"CS","HT",7,4.043,0.693,660,2,6,20,0.3,"L","200_pre_200_post_word"
"93","p01",0.744186047,"CS","HT",7,4.043,0.693,800,2,19,20,0.95,"L","200_pre_200_post_word"
"94","p01",0.744186047,"CS","HT",7,4.043,0.693,820,2,20,20,1,"L","200_pre_200_post_word"
"95","p01",0.744186047,"CS","HT",7,4.043,0.693,840,2,20,20,1,"L","200_pre_200_post_word"
"96","p01",0.744186047,"CS","HT",7,4.043,0.693,860,2,20,20,1,"L","200_pre_200_post_word"
"97","p01",0.744186047,"CS","HT",7,4.043,0.693,880,2,20,20,1,"L","200_pre_200_post_word"
"98","p01",0.744186047,"CS","HT",7,4.043,0.693,900,2,20,20,1,"L","200_pre_200_post_word"
"99","p01",0.744186047,"CS","HT",7,4.043,0.693,920,2,20,20,1,"L","200_pre_200_post_word"
"100","p01",0.744186047,"CS","HT",7,4.043,0.693,940,2,20,20,1,"L","200_pre_200_post_word"
"101","p01",0.744186047,"CS","HT",7,4.043,0.693,960,2,20,20,1,"L","200_pre_200_post_word"
"102","p01",0.744186047,"CS","HT",7,4.043,0.693,980,2,20,20,1,"L","200_pre_200_post_word"
"103","p01",0.744186047,"CS","HT",7,4.043,0.693,1000,2,20,20,1,"L","200_pre_200_post_word"
"104","p01",0.744186047,"CS","HT",8,4.635,1.099,620,2,20,20,1,"L","200_pre_200_post_word"
"105","p01",0.744186047,"CS","HT",8,4.635,1.099,640,2,20,20,1,"L","200_pre_200_post_word"
"106","p01",0.744186047,"CS","HT",8,4.635,1.099,660,2,20,20,1,"L","200_pre_200_post_word"
"107","p01",0.744186047,"CS","HT",8,4.635,1.099,680,2,20,20,1,"L","200_pre_200_post_word"
"108","p01",0.744186047,"CS","HT",8,4.635,1.099,700,2,20,20,1,"L","200_pre_200_post_word"
"109","p01",0.744186047,"CS","HT",8,4.635,1.099,720,2,20,20,1,"L","200_pre_200_post_word"
"110","p01",0.744186047,"CS","HT",8,4.635,1.099,740,2,1,20,0.05,"L","200_pre_200_post_word"
"111","p01",0.744186047,"CS","LT",9,0.693,4.205,620,2,20,20,1,"H","200_pre_200_post_word"
"112","p01",0.744186047,"CS","LT",9,0.693,4.205,640,2,20,20,1,"H","200_pre_200_post_word"
"113","p01",0.744186047,"CS","LT",9,0.693,4.205,660,2,20,20,1,"H","200_pre_200_post_word"
"114","p01",0.744186047,"CS","LT",9,0.693,4.205,680,2,20,20,1,"H","200_pre_200_post_word"
"115","p01",0.744186047,"CS","LT",9,0.693,4.205,700,2,20,20,1,"H","200_pre_200_post_word"
"116","p01",0.744186047,"CS","LT",9,0.693,4.205,720,2,20,20,1,"H","200_pre_200_post_word"
"117","p01",0.744186047,"CS","LT",9,0.693,4.205,740,2,20,20,1,"H","200_pre_200_post_word"
"118","p01",0.744186047,"CS","LT",9,0.693,4.205,760,2,20,20,1,"H","200_pre_200_post_word"
"119","p01",0.744186047,"CS","LT",9,0.693,4.205,780,2,20,20,1,"H","200_pre_200_post_word"
"120","p01",0.744186047,"CS","LT",9,0.693,4.205,800,2,11,20,0.55,"H","200_pre_200_post_word"
"121","p01",0.744186047,"CS","LT",9,0.693,4.205,860,1,15,20,0.75,"L","200_pre_200_post_word"
"122","p01",0.744186047,"CS","LT",9,0.693,4.205,880,1,20,20,1,"L","200_pre_200_post_word"
"123","p01",0.744186047,"CS","LT",9,0.693,4.205,900,1,20,20,1,"L","200_pre_200_post_word"
"124","p01",0.744186047,"CS","LT",9,0.693,4.205,920,1,20,20,1,"L","200_pre_200_post_word"
"125","p01",0.744186047,"CS","LT",9,0.693,4.205,940,1,20,20,1,"L","200_pre_200_post_word"
"126","p01",0.744186047,"CS","LT",9,0.693,4.205,960,1,20,20,1,"L","200_pre_200_post_word"
"127","p01",0.744186047,"CS","LT",9,0.693,4.205,980,1,20,20,1,"L","200_pre_200_post_word"
"128","p01",0.744186047,"CS","LT",9,0.693,4.205,1000,1,20,20,1,"L","200_pre_200_post_word"
"129","p01",0.744186047,"CS","LT",10,1.609,5.165,620,1,12,20,0.6,"L","200_pre_200_post_word"
"130","p01",0.744186047,"CS","LT",10,1.609,5.165,640,1,20,20,1,"L","200_pre_200_post_word"
"131","p01",0.744186047,"CS","LT",10,1.609,5.165,660,1,20,20,1,"L","200_pre_200_post_word"
"132","p01",0.744186047,"CS","LT",10,1.609,5.165,680,1,20,20,1,"L","200_pre_200_post_word"
"133","p01",0.744186047,"CS","LT",10,1.609,5.165,700,1,20,20,1,"L","200_pre_200_post_word"
"134","p01",0.744186047,"CS","LT",10,1.609,5.165,720,1,20,20,1,"L","200_pre_200_post_word"
"135","p01",0.744186047,"CS","LT",10,1.609,5.165,740,1,20,20,1,"L","200_pre_200_post_word"
"136","p01",0.744186047,"CS","LT",10,1.609,5.165,760,1,20,20,1,"L","200_pre_200_post_word"
"137","p01",0.744186047,"CS","LT",10,1.609,5.165,780,1,20,20,1,"L","200_pre_200_post_word"
"138","p01",0.744186047,"CS","LT",10,1.609,5.165,800,1,20,20,1,"L","200_pre_200_post_word"
"139","p01",0.744186047,"CS","LT",10,1.609,5.165,820,1,20,20,1,"L","200_pre_200_post_word"
"140","p01",0.744186047,"CS","LT",10,1.609,5.165,840,1,20,20,1,"L","200_pre_200_post_word"
"141","p01",0.744186047,"CS","LT",10,1.609,5.165,860,1,20,20,1,"L","200_pre_200_post_word"
"142","p01",0.744186047,"CS","LT",10,1.609,5.165,880,1,20,20,1,"L","200_pre_200_post_word"
"143","p01",0.744186047,"CS","LT",10,1.609,5.165,900,1,20,20,1,"L","200_pre_200_post_word"
"144","p01",0.744186047,"CS","LT",10,1.609,5.165,920,1,20,20,1,"L","200_pre_200_post_word"
"145","p01",0.744186047,"CS","LT",10,1.609,5.165,940,1,20,20,1,"L","200_pre_200_post_word"
"146","p01",0.744186047,"CS","LT",10,1.609,5.165,960,1,20,20,1,"L","200_pre_200_post_word"
"147","p01",0.744186047,"CS","LT",10,1.609,5.165,980,1,20,20,1,"L","200_pre_200_post_word"
"148","p01",0.744186047,"CS","LT",10,1.609,5.165,1000,1,20,20,1,"L","200_pre_200_post_word"
"149","p01",0.744186047,"CS","LT",11,1.099,4.762,620,1,20,20,1,"L","200_pre_200_post_word"
"150","p01",0.744186047,"CS","LT",11,1.099,4.762,640,1,3,20,0.15,"L","200_pre_200_post_word"
"151","p01",0.744186047,"CS","LT",11,1.099,4.762,680,2,3,20,0.15,"H","200_pre_200_post_word"
"152","p01",0.744186047,"CS","LT",11,1.099,4.762,700,2,20,20,1,"H","200_pre_200_post_word"
"153","p01",0.744186047,"CS","LT",11,1.099,4.762,720,2,20,20,1,"H","200_pre_200_post_word"
"154","p01",0.744186047,"CS","LT",11,1.099,4.762,740,2,20,20,1,"H","200_pre_200_post_word"
"155","p01",0.744186047,"CS","LT",11,1.099,4.762,760,2,20,20,1,"H","200_pre_200_post_word"
"156","p01",0.744186047,"CS","LT",11,1.099,4.762,780,2,20,20,1,"H","200_pre_200_post_word"
"157","p01",0.744186047,"CS","LT",11,1.099,4.762,800,2,20,20,1,"H","200_pre_200_post_word"
"158","p01",0.744186047,"CS","LT",11,1.099,4.762,820,2,20,20,1,"H","200_pre_200_post_word"
"159","p01",0.744186047,"CS","LT",11,1.099,4.762,840,2,20,20,1,"H","200_pre_200_post_word"
"160","p01",0.744186047,"CS","LT",11,1.099,4.762,860,2,20,20,1,"H","200_pre_200_post_word"
"161","p01",0.744186047,"CS","LT",11,1.099,4.762,880,2,20,20,1,"H","200_pre_200_post_word"
"162","p01",0.744186047,"CS","LT",11,1.099,4.762,900,2,20,20,1,"H","200_pre_200_post_word"
"163","p01",0.744186047,"CS","LT",11,1.099,4.762,920,2,20,20,1,"H","200_pre_200_post_word"
"164","p01",0.744186047,"CS","LT",11,1.099,4.762,940,2,20,20,1,"H","200_pre_200_post_word"
"165","p01",0.744186047,"CS","LT",11,1.099,4.762,960,2,13,20,0.65,"H","200_pre_200_post_word"
"166","p01",0.744186047,"CS","LT",12,1.386,4.605,620,2,20,20,1,"H","200_pre_200_post_word"
"167","p01",0.744186047,"CS","LT",12,1.386,4.605,640,2,20,20,1,"H","200_pre_200_post_word"
"168","p01",0.744186047,"CS","LT",12,1.386,4.605,660,2,12,20,0.6,"H","200_pre_200_post_word"
"169","p01",0.744186047,"CS","LT",12,1.386,4.605,680,2,20,20,1,"H","200_pre_200_post_word"
"170","p01",0.744186047,"CS","LT",12,1.386,4.605,700,2,20,20,1,"H","200_pre_200_post_word"
"171","p01",0.744186047,"CS","LT",12,1.386,4.605,720,2,20,20,1,"H","200_pre_200_post_word"
"172","p01",0.744186047,"CS","LT",12,1.386,4.605,740,2,20,20,1,"H","200_pre_200_post_word"
"173","p01",0.744186047,"CS","LT",12,1.386,4.605,760,2,20,20,1,"H","200_pre_200_post_word"
"174","p01",0.744186047,"CS","LT",12,1.386,4.605,780,2,20,20,1,"H","200_pre_200_post_word"
"175","p01",0.744186047,"CS","LT",12,1.386,4.605,800,2,20,20,1,"H","200_pre_200_post_word"
"176","p01",0.744186047,"CS","LT",12,1.386,4.605,820,2,20,20,1,"H","200_pre_200_post_word"
"177","p01",0.744186047,"CS","LT",12,1.386,4.605,840,2,20,20,1,"H","200_pre_200_post_word"
"178","p01",0.744186047,"CS","LT",12,1.386,4.605,860,2,20,20,1,"H","200_pre_200_post_word"
"179","p01",0.744186047,"CS","LT",12,1.386,4.605,880,2,20,20,1,"H","200_pre_200_post_word"
"180","p01",0.744186047,"CS","LT",12,1.386,4.605,900,2,20,20,1,"H","200_pre_200_post_word"
"181","p01",0.744186047,"CS","LT",12,1.386,4.605,920,2,20,20,1,"H","200_pre_200_post_word"
"182","p01",0.744186047,"CS","LT",12,1.386,4.605,940,2,20,20,1,"H","200_pre_200_post_word"
"183","p01",0.744186047,"CS","LT",12,1.386,4.605,960,2,6,20,0.3,"H","200_pre_200_post_word"
"184","p01",0.744186047,"CS","LT",12,1.386,4.605,1000,1,12,20,0.6,"L","200_pre_200_post_word"
"185","p01",0.744186047,"CS","LT",13,2.197,5.521,640,2,17,20,0.85,"H","200_pre_200_post_word"
"186","p01",0.744186047,"CS","LT",13,2.197,5.521,660,2,20,20,1,"H","200_pre_200_post_word"
"187","p01",0.744186047,"CS","LT",13,2.197,5.521,680,2,20,20,1,"H","200_pre_200_post_word"
"188","p01",0.744186047,"CS","LT",13,2.197,5.521,700,2,20,20,1,"H","200_pre_200_post_word"
"189","p01",0.744186047,"CS","LT",13,2.197,5.521,720,2,20,20,1,"H","200_pre_200_post_word"
"190","p01",0.744186047,"CS","LT",13,2.197,5.521,740,2,20,20,1,"H","200_pre_200_post_word"
"191","p01",0.744186047,"CS","LT",13,2.197,5.521,760,2,20,20,1,"H","200_pre_200_post_word"
"192","p01",0.744186047,"CS","LT",13,2.197,5.521,780,2,20,20,1,"H","200_pre_200_post_word"
"193","p01",0.744186047,"CS","LT",13,2.197,5.521,800,2,20,20,1,"H","200_pre_200_post_word"
"194","p01",0.744186047,"CS","LT",13,2.197,5.521,820,2,20,20,1,"H","200_pre_200_post_word"
"195","p01",0.744186047,"CS","LT",13,2.197,5.521,840,2,20,20,1,"H","200_pre_200_post_word"
"196","p01",0.744186047,"CS","LT",13,2.197,5.521,860,2,20,20,1,"H","200_pre_200_post_word"
"197","p01",0.744186047,"CS","LT",13,2.197,5.521,880,2,20,20,1,"H","200_pre_200_post_word"
"198","p01",0.744186047,"CS","LT",13,2.197,5.521,900,2,20,20,1,"H","200_pre_200_post_word"
"199","p01",0.744186047,"CS","LT",13,2.197,5.521,920,2,20,20,1,"H","200_pre_200_post_word"
"200","p01",0.744186047,"CS","LT",13,2.197,5.521,940,2,20,20,1,"H","200_pre_200_post_word"
"201","p01",0.744186047,"CS","LT",13,2.197,5.521,960,2,20,20,1,"H","200_pre_200_post_word"
"202","p01",0.744186047,"CS","LT",13,2.197,5.521,980,2,20,20,1,"H","200_pre_200_post_word"
"203","p01",0.744186047,"CS","LT",13,2.197,5.521,1000,2,20,20,1,"H","200_pre_200_post_word"
"204","p01",0.744186047,"CS","LT",14,1.792,4.489,620,1,20,20,1,"L","200_pre_200_post_word"
"205","p01",0.744186047,"CS","LT",14,1.792,4.489,640,1,20,20,1,"L","200_pre_200_post_word"
"206","p01",0.744186047,"CS","LT",14,1.792,4.489,660,1,20,20,1,"L","200_pre_200_post_word"
"207","p01",0.744186047,"CS","LT",14,1.792,4.489,680,1,20,20,1,"L","200_pre_200_post_word"
"208","p01",0.744186047,"CS","LT",14,1.792,4.489,700,1,20,20,1,"L","200_pre_200_post_word"
"209","p01",0.744186047,"CS","LT",14,1.792,4.489,720,1,20,20,1,"L","200_pre_200_post_word"
"210","p01",0.744186047,"CS","LT",14,1.792,4.489,740,1,20,20,1,"L","200_pre_200_post_word"
"211","p01",0.744186047,"CS","LT",14,1.792,4.489,760,1,20,20,1,"L","200_pre_200_post_word"
"212","p01",0.744186047,"CS","LT",14,1.792,4.489,780,1,16,20,0.8,"L","200_pre_200_post_word"
"213","p01",0.744186047,"CS","LT",15,0.693,4.29,620,2,20,20,1,"H","200_pre_200_post_word"
"214","p01",0.744186047,"CS","LT",15,0.693,4.29,640,2,20,20,1,"H","200_pre_200_post_word"
"215","p01",0.744186047,"CS","LT",15,0.693,4.29,660,2,20,20,1,"H","200_pre_200_post_word"
"216","p01",0.744186047,"CS","LT",15,0.693,4.29,680,2,20,20,1,"H","200_pre_200_post_word"
"217","p01",0.744186047,"CS","LT",15,0.693,4.29,700,2,16,20,0.8,"H","200_pre_200_post_word"
"218","p01",0.744186047,"CS","LT",15,0.693,4.29,760,1,5,20,0.25,"L","200_pre_200_post_word"
"219","p01",0.744186047,"CS","LT",15,0.693,4.29,780,1,20,20,1,"L","200_pre_200_post_word"
"220","p01",0.744186047,"CS","LT",15,0.693,4.29,800,1,20,20,1,"L","200_pre_200_post_word"
"221","p01",0.744186047,"CS","LT",15,0.693,4.29,820,1,20,20,1,"L","200_pre_200_post_word"
"222","p01",0.744186047,"CS","LT",15,0.693,4.29,840,1,20,20,1,"L","200_pre_200_post_word"
"223","p01",0.744186047,"CS","LT",15,0.693,4.29,860,1,20,20,1,"L","200_pre_200_post_word"
"224","p01",0.744186047,"CS","LT",15,0.693,4.29,880,1,20,20,1,"L","200_pre_200_post_word"
"225","p01",0.744186047,"CS","LT",15,0.693,4.29,900,1,20,20,1,"L","200_pre_200_post_word"
"226","p01",0.744186047,"CS","LT",15,0.693,4.29,920,1,20,20,1,"L","200_pre_200_post_word"
"227","p01",0.744186047,"CS","LT",15,0.693,4.29,940,1,20,20,1,"L","200_pre_200_post_word"
"228","p01",0.744186047,"CS","LT",15,0.693,4.29,960,1,20,20,1,"L","200_pre_200_post_word"
"229","p01",0.744186047,"CS","LT",15,0.693,4.29,980,1,20,20,1,"L","200_pre_200_post_word"
"230","p01",0.744186047,"CS","LT",15,0.693,4.29,1000,1,20,20,1,"L","200_pre_200_post_word"
"231","p01",0.744186047,"CS","LT",16,1.099,4.762,620,2,20,20,1,"H","200_pre_200_post_word"
"232","p01",0.744186047,"CS","LT",16,1.099,4.762,640,2,20,20,1,"H","200_pre_200_post_word"
"233","p01",0.744186047,"CS","LT",16,1.099,4.762,660,2,20,20,1,"H","200_pre_200_post_word"
"234","p01",0.744186047,"CS","LT",16,1.099,4.762,680,2,20,20,1,"H","200_pre_200_post_word"
"235","p01",0.744186047,"CS","LT",16,1.099,4.762,700,2,20,20,1,"H","200_pre_200_post_word"
"236","p01",0.744186047,"CS","LT",16,1.099,4.762,720,2,20,20,1,"H","200_pre_200_post_word"
"237","p01",0.744186047,"CS","LT",16,1.099,4.762,740,2,20,20,1,"H","200_pre_200_post_word"
"238","p01",0.744186047,"CS","LT",16,1.099,4.762,760,2,20,20,1,"H","200_pre_200_post_word"
"239","p01",0.744186047,"CS","LT",16,1.099,4.762,780,2,20,20,1,"H","200_pre_200_post_word"
"240","p01",0.744186047,"CS","LT",16,1.099,4.762,800,2,20,20,1,"H","200_pre_200_post_word"
"241","p01",0.744186047,"CS","LT",16,1.099,4.762,820,2,20,20,1,"H","200_pre_200_post_word"
"242","p01",0.744186047,"CS","LT",16,1.099,4.762,840,2,20,20,1,"H","200_pre_200_post_word"
"243","p01",0.744186047,"CS","LT",16,1.099,4.762,860,2,20,20,1,"H","200_pre_200_post_word"
"244","p01",0.744186047,"CS","LT",16,1.099,4.762,880,2,20,20,1,"H","200_pre_200_post_word"
"245","p01",0.744186047,"CS","LT",16,1.099,4.762,900,2,20,20,1,"H","200_pre_200_post_word"
"246","p01",0.744186047,"CS","LT",16,1.099,4.762,920,2,8,20,0.4,"H","200_pre_200_post_word"
"247","p01",0.744186047,"CS","LT",16,1.099,4.762,940,2,14,20,0.7,"H","200_pre_200_post_word"
"248","p01",0.744186047,"CS","LT",16,1.099,4.762,960,2,20,20,1,"H","200_pre_200_post_word"
"249","p01",0.744186047,"CS","LT",16,1.099,4.762,980,2,20,20,1,"H","200_pre_200_post_word"
"250","p01",0.744186047,"CS","LT",16,1.099,4.762,1000,2,20,20,1,"H","200_pre_200_post_word"
"251","p01",0.744186047,"S","HT",17,6.498,1.792,620,1,14,20,0.7,"H","200_pre_200_post_word"
"252","p01",0.744186047,"S","HT",17,6.498,1.792,880,1,2,20,0.1,"H","200_pre_200_post_word"
"253","p01",0.744186047,"S","HT",17,6.498,1.792,960,1,14,20,0.7,"H","200_pre_200_post_word"
"254","p01",0.744186047,"S","HT",17,6.498,1.792,980,1,20,20,1,"H","200_pre_200_post_word"
"255","p01",0.744186047,"S","HT",17,6.498,1.792,1000,1,20,20,1,"H","200_pre_200_post_word"
