"","RECORDING_SESSION_LABEL","DELE.MELICET","language","freq","Bins","Look","Counts","Total","Prop","Freq_of_fixated_item","Time","Region"
"590","p04",0.918918919,"S","HT",33,"1",60,160,0.375,"H",660,"200_pre_200_post_word"
"591","p04",0.918918919,"S","HT",33,"2",40,160,0.25,"L",660,"200_pre_200_post_word"
"592","p04",0.918918919,"S","HT",34,"1",60,160,0.375,"H",680,"200_pre_200_post_word"
"593","p04",0.918918919,"S","HT",34,"2",40,160,0.25,"L",680,"200_pre_200_post_word"
"594","p04",0.918918919,"S","HT",35,"1",60,160,0.375,"H",700,"200_pre_200_post_word"
"595","p04",0.918918919,"S","HT",35,"2",53,160,0.33125,"L",700,"200_pre_200_post_word"
"596","p04",0.918918919,"S","HT",36,"1",60,160,0.375,"H",720,"200_pre_200_post_word"
"597","p04",0.918918919,"S","HT",36,"2",75,160,0.46875,"L",720,"200_pre_200_post_word"
"598","p04",0.918918919,"S","HT",37,"1",60,160,0.375,"H",740,"200_pre_200_post_word"
"599","p04",0.918918919,"S","HT",37,"2",80,160,0.5,"L",740,"200_pre_200_post_word"
"600","p04",0.918918919,"S","HT",38,"1",53,160,0.33125,"H",760,"200_pre_200_post_word"
"601","p04",0.918918919,"S","HT",38,"2",80,160,0.5,"L",760,"200_pre_200_post_word"
"602","p04",0.918918919,"S","HT",39,"1",54,160,0.3375,"H",780,"200_pre_200_post_word"
"603","p04",0.918918919,"S","HT",39,"2",80,160,0.5,"L",780,"200_pre_200_post_word"
"604","p04",0.918918919,"S","HT",40,"1",60,160,0.375,"H",800,"200_pre_200_post_word"
"605","p04",0.918918919,"S","HT",40,"2",80,160,0.5,"L",800,"200_pre_200_post_word"
"606","p04",0.918918919,"S","HT",41,"1",60,160,0.375,"H",820,"200_pre_200_post_word"
"607","p04",0.918918919,"S","HT",41,"2",80,160,0.5,"L",820,"200_pre_200_post_word"
"608","p04",0.918918919,"S","HT",42,"1",60,160,0.375,"H",840,"200_pre_200_post_word"
"609","p04",0.918918919,"S","HT",42,"2",80,160,0.5,"L",840,"200_pre_200_post_word"
"610","p04",0.918918919,"S","HT",43,"1",60,160,0.375,"H",860,"200_pre_200_post_word"
"611","p04",0.918918919,"S","HT",43,"2",80,160,0.5,"L",860,"200_pre_200_post_word"
"612","p04",0.918918919,"S","HT",44,"1",60,160,0.375,"H",880,"200_pre_200_post_word"
"613","p04",0.918918919,"S","HT",44,"2",64,160,0.4,"L",880,"200_pre_200_post_word"
"614","p04",0.918918919,"S","HT",45,"1",60,160,0.375,"H",900,"200_pre_200_post_word"
"615","p04",0.918918919,"S","HT",45,"2",60,160,0.375,"L",900,"200_pre_200_post_word"
"616","p04",0.918918919,"S","HT",46,"1",60,160,0.375,"H",920,"200_pre_200_post_word"
"617","p04",0.918918919,"S","HT",46,"2",60,160,0.375,"L",920,"200_pre_200_post_word"
"618","p04",0.918918919,"S","HT",47,"1",70,160,0.4375,"H",940,"200_pre_200_post_word"
"619","p04",0.918918919,"S","HT",47,"2",60,160,0.375,"L",940,"200_pre_200_post_word"
"620","p04",0.918918919,"S","HT",48,"1",65,160,0.40625,"H",960,"200_pre_200_post_word"
"621","p04",0.918918919,"S","HT",48,"2",60,160,0.375,"L",960,"200_pre_200_post_word"
"622","p04",0.918918919,"S","HT",49,"1",80,160,0.5,"H",980,"200_pre_200_post_word"
"623","p04",0.918918919,"S","HT",49,"2",60,160,0.375,"L",980,"200_pre_200_post_word"
"624","p04",0.918918919,"S","HT",50,"1",80,160,0.5,"H",1000,"200_pre_200_post_word"
"625","p04",0.918918919,"S","HT",50,"2",51,160,0.31875,"L",1000,"200_pre_200_post_word"
"626","p04",0.918918919,"S","LT",30,"1",40,160,0.25,"L",600,"200_pre_200_post_word"
"627","p04",0.918918919,"S","LT",30,"2",20,160,0.125,"H",600,"200_pre_200_post_word"
"628","p04",0.918918919,"S","LT",31,"1",40,160,0.25,"L",620,"200_pre_200_post_word"
"629","p04",0.918918919,"S","LT",31,"2",22,160,0.1375,"H",620,"200_pre_200_post_word"
"630","p04",0.918918919,"S","LT",32,"1",40,160,0.25,"L",640,"200_pre_200_post_word"
"631","p04",0.918918919,"S","LT",32,"2",40,160,0.25,"H",640,"200_pre_200_post_word"
"632","p04",0.918918919,"S","LT",33,"1",40,160,0.25,"L",660,"200_pre_200_post_word"
"633","p04",0.918918919,"S","LT",33,"2",42,160,0.2625,"H",660,"200_pre_200_post_word"
"634","p04",0.918918919,"S","LT",34,"1",32,160,0.2,"L",680,"200_pre_200_post_word"
"635","p04",0.918918919,"S","LT",34,"2",60,160,0.375,"H",680,"200_pre_200_post_word"
"636","p04",0.918918919,"S","LT",35,"1",40,160,0.25,"L",700,"200_pre_200_post_word"
"637","p04",0.918918919,"S","LT",35,"2",60,160,0.375,"H",700,"200_pre_200_post_word"
"638","p04",0.918918919,"S","LT",36,"1",40,160,0.25,"L",720,"200_pre_200_post_word"
"639","p04",0.918918919,"S","LT",36,"2",60,160,0.375,"H",720,"200_pre_200_post_word"
"640","p04",0.918918919,"S","LT",37,"1",40,160,0.25,"L",740,"200_pre_200_post_word"
"641","p04",0.918918919,"S","LT",37,"2",60,160,0.375,"H",740,"200_pre_200_post_word"
"642","p04",0.918918919,"S","LT",38,"1",40,160,0.25,"L",760,"200_pre_200_post_word"
"643","p04",0.918918919,"S","LT",38,"2",60,160,0.375,"H",760,"200_pre_200_post_word"
"644","p04",0.918918919,"S","LT",39,"1",40,160,0.25,"L",780,"200_pre_200_post_word"
"645","p04",0.918918919,"S","LT",39,"2",60,160,0.375,"H",780,"200_pre_200_post_word"
"646","p04",0.918918919,"S","LT",40,"1",40,160,0.25,"L",800,"200_pre_200_post_word"
"647","p04",0.918918919,"S","LT",40,"2",60,160,0.375,"H",800,"200_pre_200_post_word"
"648","p04",0.918918919,"S","LT",41,"1",30,160,0.1875,"L",820,"200_pre_200_post_word"
"649","p04",0.918918919,"S","LT",41,"2",60,160,0.375,"H",820,"200_pre_200_post_word"
"650","p04",0.918918919,"S","LT",42,"1",20,160,0.125,"L",840,"200_pre_200_post_word"
"651","p04",0.918918919,"S","LT",42,"2",60,160,0.375,"H",840,"200_pre_200_post_word"
"652","p04",0.918918919,"S","LT",43,"1",20,160,0.125,"L",860,"200_pre_200_post_word"
"653","p04",0.918918919,"S","LT",43,"2",60,160,0.375,"H",860,"200_pre_200_post_word"
"654","p04",0.918918919,"S","LT",44,"1",20,160,0.125,"L",880,"200_pre_200_post_word"
"655","p04",0.918918919,"S","LT",44,"2",64,160,0.4,"H",880,"200_pre_200_post_word"
"656","p04",0.918918919,"S","LT",45,"1",20,160,0.125,"L",900,"200_pre_200_post_word"
"657","p04",0.918918919,"S","LT",45,"2",60,160,0.375,"H",900,"200_pre_200_post_word"
"658","p04",0.918918919,"S","LT",46,"1",14,160,0.0875,"L",920,"200_pre_200_post_word"
"659","p04",0.918918919,"S","LT",46,"2",60,160,0.375,"H",920,"200_pre_200_post_word"
"660","p04",0.918918919,"S","LT",47,"1",2,160,0.0125,"L",940,"200_pre_200_post_word"
"661","p04",0.918918919,"S","LT",47,"2",60,160,0.375,"H",940,"200_pre_200_post_word"
"662","p04",0.918918919,"S","LT",48,"1",20,160,0.125,"L",960,"200_pre_200_post_word"
"663","p04",0.918918919,"S","LT",48,"2",60,160,0.375,"H",960,"200_pre_200_post_word"
"664","p04",0.918918919,"S","LT",49,"1",20,160,0.125,"L",980,"200_pre_200_post_word"
"665","p04",0.918918919,"S","LT",49,"2",48,160,0.3,"H",980,"200_pre_200_post_word"
"666","p04",0.918918919,"S","LT",50,"1",20,160,0.125,"L",1000,"200_pre_200_post_word"
"667","p04",0.918918919,"S","LT",50,"2",20,160,0.125,"H",1000,"200_pre_200_post_word"
"668","p05",0.954545455,"CS","HT",30,"1",20,140,0.142857142857143,"H",600,"200_pre_200_post_word"
"669","p05",0.954545455,"CS","HT",30,"2",37,140,0.264285714285714,"L",600,"200_pre_200_post_word"
"670","p05",0.954545455,"CS","HT",31,"1",28,140,0.2,"H",620,"200_pre_200_post_word"
"671","p05",0.954545455,"CS","HT",31,"2",22,140,0.157142857142857,"L",620,"200_pre_200_post_word"
"672","p05",0.954545455,"CS","HT",32,"1",40,140,0.285714285714286,"H",640,"200_pre_200_post_word"
"673","p05",0.954545455,"CS","HT",32,"2",20,140,0.142857142857143,"L",640,"200_pre_200_post_word"
"674","p05",0.954545455,"CS","HT",33,"1",22,140,0.157142857142857,"H",660,"200_pre_200_post_word"
"675","p05",0.954545455,"CS","HT",33,"2",20,140,0.142857142857143,"L",660,"200_pre_200_post_word"
"676","p05",0.954545455,"CS","HT",34,"1",40,140,0.285714285714286,"H",680,"200_pre_200_post_word"
"677","p05",0.954545455,"CS","HT",34,"2",20,140,0.142857142857143,"L",680,"200_pre_200_post_word"
"678","p05",0.954545455,"CS","HT",35,"1",40,140,0.285714285714286,"H",700,"200_pre_200_post_word"
"679","p05",0.954545455,"CS","HT",35,"2",20,140,0.142857142857143,"L",700,"200_pre_200_post_word"
"680","p05",0.954545455,"CS","HT",36,"1",40,140,0.285714285714286,"H",720,"200_pre_200_post_word"
"681","p05",0.954545455,"CS","HT",36,"2",20,140,0.142857142857143,"L",720,"200_pre_200_post_word"
"682","p05",0.954545455,"CS","HT",37,"1",40,140,0.285714285714286,"H",740,"200_pre_200_post_word"
"683","p05",0.954545455,"CS","HT",37,"2",20,140,0.142857142857143,"L",740,"200_pre_200_post_word"
"684","p05",0.954545455,"CS","HT",38,"1",40,140,0.285714285714286,"H",760,"200_pre_200_post_word"
"685","p05",0.954545455,"CS","HT",38,"2",20,140,0.142857142857143,"L",760,"200_pre_200_post_word"
"686","p05",0.954545455,"CS","HT",39,"1",40,140,0.285714285714286,"H",780,"200_pre_200_post_word"
"687","p05",0.954545455,"CS","HT",39,"2",20,140,0.142857142857143,"L",780,"200_pre_200_post_word"
"688","p05",0.954545455,"CS","HT",40,"1",40,140,0.285714285714286,"H",800,"200_pre_200_post_word"
"689","p05",0.954545455,"CS","HT",40,"2",1,140,0.00714285714285714,"L",800,"200_pre_200_post_word"
"690","p05",0.954545455,"CS","HT",41,"1",40,140,0.285714285714286,"H",820,"200_pre_200_post_word"
"691","p05",0.954545455,"CS","HT",42,"1",40,140,0.285714285714286,"H",840,"200_pre_200_post_word"
"692","p05",0.954545455,"CS","HT",43,"1",40,140,0.285714285714286,"H",860,"200_pre_200_post_word"
"693","p05",0.954545455,"CS","HT",44,"1",59,140,0.421428571428571,"H",880,"200_pre_200_post_word"
"694","p05",0.954545455,"CS","HT",45,"1",58,140,0.414285714285714,"H",900,"200_pre_200_post_word"
"695","p05",0.954545455,"CS","HT",46,"1",40,140,0.285714285714286,"H",920,"200_pre_200_post_word"
"696","p05",0.954545455,"CS","HT",47,"1",40,140,0.285714285714286,"H",940,"200_pre_200_post_word"
"697","p05",0.954545455,"CS","HT",48,"1",40,140,0.285714285714286,"H",960,"200_pre_200_post_word"
"698","p05",0.954545455,"CS","HT",49,"1",60,140,0.428571428571429,"H",980,"200_pre_200_post_word"
"699","p05",0.954545455,"CS","HT",50,"1",60,140,0.428571428571429,"H",1000,"200_pre_200_post_word"
"700","p05",0.954545455,"CS","LT",30,"1",98,160,0.6125,"L",600,"200_pre_200_post_word"
"701","p05",0.954545455,"CS","LT",30,"2",40,160,0.25,"H",600,"200_pre_200_post_word"
"702","p05",0.954545455,"CS","LT",31,"1",100,160,0.625,"L",620,"200_pre_200_post_word"
"703","p05",0.954545455,"CS","LT",31,"2",40,160,0.25,"H",620,"200_pre_200_post_word"
"704","p05",0.954545455,"CS","LT",32,"1",100,160,0.625,"L",640,"200_pre_200_post_word"
"705","p05",0.954545455,"CS","LT",32,"2",40,160,0.25,"H",640,"200_pre_200_post_word"
"706","p05",0.954545455,"CS","LT",33,"1",84,160,0.525,"L",660,"200_pre_200_post_word"
"707","p05",0.954545455,"CS","LT",33,"2",40,160,0.25,"H",660,"200_pre_200_post_word"
"708","p05",0.954545455,"CS","LT",34,"1",80,160,0.5,"L",680,"200_pre_200_post_word"
"709","p05",0.954545455,"CS","LT",34,"2",32,160,0.2,"H",680,"200_pre_200_post_word"
"710","p05",0.954545455,"CS","LT",35,"1",89,160,0.55625,"L",700,"200_pre_200_post_word"
"711","p05",0.954545455,"CS","LT",35,"2",40,160,0.25,"H",700,"200_pre_200_post_word"
"712","p05",0.954545455,"CS","LT",36,"1",88,160,0.55,"L",720,"200_pre_200_post_word"
"713","p05",0.954545455,"CS","LT",36,"2",40,160,0.25,"H",720,"200_pre_200_post_word"
"714","p05",0.954545455,"CS","LT",37,"1",91,160,0.56875,"L",740,"200_pre_200_post_word"
"715","p05",0.954545455,"CS","LT",37,"2",40,160,0.25,"H",740,"200_pre_200_post_word"
"716","p05",0.954545455,"CS","LT",38,"1",100,160,0.625,"L",760,"200_pre_200_post_word"
"717","p05",0.954545455,"CS","LT",38,"2",40,160,0.25,"H",760,"200_pre_200_post_word"
"718","p05",0.954545455,"CS","LT",39,"1",100,160,0.625,"L",780,"200_pre_200_post_word"
"719","p05",0.954545455,"CS","LT",39,"2",40,160,0.25,"H",780,"200_pre_200_post_word"
"720","p05",0.954545455,"CS","LT",40,"1",100,160,0.625,"L",800,"200_pre_200_post_word"
"721","p05",0.954545455,"CS","LT",40,"2",40,160,0.25,"H",800,"200_pre_200_post_word"
"722","p05",0.954545455,"CS","LT",41,"1",100,160,0.625,"L",820,"200_pre_200_post_word"
"723","p05",0.954545455,"CS","LT",41,"2",40,160,0.25,"H",820,"200_pre_200_post_word"
"724","p05",0.954545455,"CS","LT",42,"1",100,160,0.625,"L",840,"200_pre_200_post_word"
"725","p05",0.954545455,"CS","LT",42,"2",40,160,0.25,"H",840,"200_pre_200_post_word"
"726","p05",0.954545455,"CS","LT",43,"1",96,160,0.6,"L",860,"200_pre_200_post_word"
"727","p05",0.954545455,"CS","LT",43,"2",44,160,0.275,"H",860,"200_pre_200_post_word"
"728","p05",0.954545455,"CS","LT",44,"1",58,160,0.3625,"L",880,"200_pre_200_post_word"
"729","p05",0.954545455,"CS","LT",44,"2",48,160,0.3,"H",880,"200_pre_200_post_word"
"730","p05",0.954545455,"CS","LT",45,"1",40,160,0.25,"L",900,"200_pre_200_post_word"
"731","p05",0.954545455,"CS","LT",45,"2",58,160,0.3625,"H",900,"200_pre_200_post_word"
"732","p05",0.954545455,"CS","LT",46,"1",37,160,0.23125,"L",920,"200_pre_200_post_word"
"733","p05",0.954545455,"CS","LT",46,"2",65,160,0.40625,"H",920,"200_pre_200_post_word"
"734","p05",0.954545455,"CS","LT",47,"1",34,160,0.2125,"L",940,"200_pre_200_post_word"
"735","p05",0.954545455,"CS","LT",47,"2",80,160,0.5,"H",940,"200_pre_200_post_word"
"736","p05",0.954545455,"CS","LT",48,"1",40,160,0.25,"L",960,"200_pre_200_post_word"
"737","p05",0.954545455,"CS","LT",48,"2",77,160,0.48125,"H",960,"200_pre_200_post_word"
"738","p05",0.954545455,"CS","LT",49,"1",40,160,0.25,"L",980,"200_pre_200_post_word"
"739","p05",0.954545455,"CS","LT",49,"2",60,160,0.375,"H",980,"200_pre_200_post_word"
"740","p05",0.954545455,"CS","LT",50,"1",40,160,0.25,"L",1000,"200_pre_200_post_word"
"741","p05",0.954545455,"CS","LT",50,"2",60,160,0.375,"H",1000,"200_pre_200_post_word"
"742","p05",0.954545455,"S","HT",30,"1",100,160,0.625,"H",600,"200_pre_200_post_word"
"743","p05",0.954545455,"S","HT",30,"2",20,160,0.125,"L",600,"200_pre_200_post_word"
"744","p05",0.954545455,"S","HT",31,"1",100,160,0.625,"H",620,"200_pre_200_post_word"
"745","p05",0.954545455,"S","HT",31,"2",20,160,0.125,"L",620,"200_pre_200_post_word"
"746","p05",0.954545455,"S","HT",32,"1",100,160,0.625,"H",640,"200_pre_200_post_word"
"747","p05",0.954545455,"S","HT",32,"2",20,160,0.125,"L",640,"200_pre_200_post_word"
"748","p05",0.954545455,"S","HT",33,"1",100,160,0.625,"H",660,"200_pre_200_post_word"
"749","p05",0.954545455,"S","HT",33,"2",8,160,0.05,"L",660,"200_pre_200_post_word"
"750","p05",0.954545455,"S","HT",34,"1",100,160,0.625,"H",680,"200_pre_200_post_word"
"751","p05",0.954545455,"S","HT",34,"2",12,160,0.075,"L",680,"200_pre_200_post_word"
"752","p05",0.954545455,"S","HT",35,"1",100,160,0.625,"H",700,"200_pre_200_post_word"
"753","p05",0.954545455,"S","HT",35,"2",20,160,0.125,"L",700,"200_pre_200_post_word"
"754","p05",0.954545455,"S","HT",36,"1",100,160,0.625,"H",720,"200_pre_200_post_word"
"755","p05",0.954545455,"S","HT",36,"2",20,160,0.125,"L",720,"200_pre_200_post_word"
"756","p05",0.954545455,"S","HT",37,"1",100,160,0.625,"H",740,"200_pre_200_post_word"
"757","p05",0.954545455,"S","HT",37,"2",20,160,0.125,"L",740,"200_pre_200_post_word"
"758","p05",0.954545455,"S","HT",38,"1",100,160,0.625,"H",760,"200_pre_200_post_word"
"759","p05",0.954545455,"S","HT",38,"2",20,160,0.125,"L",760,"200_pre_200_post_word"
"760","p05",0.954545455,"S","HT",39,"1",100,160,0.625,"H",780,"200_pre_200_post_word"
"761","p05",0.954545455,"S","HT",39,"2",20,160,0.125,"L",780,"200_pre_200_post_word"
"762","p05",0.954545455,"S","HT",40,"1",82,160,0.5125,"H",800,"200_pre_200_post_word"
"763","p05",0.954545455,"S","HT",40,"2",20,160,0.125,"L",800,"200_pre_200_post_word"
"764","p05",0.954545455,"S","HT",41,"1",74,160,0.4625,"H",820,"200_pre_200_post_word"
"765","p05",0.954545455,"S","HT",41,"2",33,160,0.20625,"L",820,"200_pre_200_post_word"
"766","p05",0.954545455,"S","HT",42,"1",68,160,0.425,"H",840,"200_pre_200_post_word"
"767","p05",0.954545455,"S","HT",42,"2",40,160,0.25,"L",840,"200_pre_200_post_word"
"768","p05",0.954545455,"S","HT",43,"1",69,160,0.43125,"H",860,"200_pre_200_post_word"
"769","p05",0.954545455,"S","HT",43,"2",40,160,0.25,"L",860,"200_pre_200_post_word"
"770","p05",0.954545455,"S","HT",44,"1",80,160,0.5,"H",880,"200_pre_200_post_word"
"771","p05",0.954545455,"S","HT",44,"2",56,160,0.35,"L",880,"200_pre_200_post_word"
"772","p05",0.954545455,"S","HT",45,"1",80,160,0.5,"H",900,"200_pre_200_post_word"
"773","p05",0.954545455,"S","HT",45,"2",60,160,0.375,"L",900,"200_pre_200_post_word"
"774","p05",0.954545455,"S","HT",46,"1",76,160,0.475,"H",920,"200_pre_200_post_word"
"775","p05",0.954545455,"S","HT",46,"2",60,160,0.375,"L",920,"200_pre_200_post_word"
"776","p05",0.954545455,"S","HT",47,"1",66,160,0.4125,"H",940,"200_pre_200_post_word"
"777","p05",0.954545455,"S","HT",47,"2",60,160,0.375,"L",940,"200_pre_200_post_word"
"778","p05",0.954545455,"S","HT",48,"1",80,160,0.5,"H",960,"200_pre_200_post_word"
"779","p05",0.954545455,"S","HT",48,"2",60,160,0.375,"L",960,"200_pre_200_post_word"
"780","p05",0.954545455,"S","HT",49,"1",80,160,0.5,"H",980,"200_pre_200_post_word"
"781","p05",0.954545455,"S","HT",49,"2",60,160,0.375,"L",980,"200_pre_200_post_word"
"782","p05",0.954545455,"S","HT",50,"1",64,160,0.4,"H",1000,"200_pre_200_post_word"
"783","p05",0.954545455,"S","HT",50,"2",60,160,0.375,"L",1000,"200_pre_200_post_word"
"784","p05",0.954545455,"S","LT",30,"1",60,160,0.375,"L",600,"200_pre_200_post_word"
"785","p05",0.954545455,"S","LT",30,"2",40,160,0.25,"H",600,"200_pre_200_post_word"
"786","p05",0.954545455,"S","LT",31,"1",46,160,0.2875,"L",620,"200_pre_200_post_word"
"787","p05",0.954545455,"S","LT",31,"2",40,160,0.25,"H",620,"200_pre_200_post_word"
"788","p05",0.954545455,"S","LT",32,"1",47,160,0.29375,"L",640,"200_pre_200_post_word"
"789","p05",0.954545455,"S","LT",32,"2",40,160,0.25,"H",640,"200_pre_200_post_word"
"790","p05",0.954545455,"S","LT",33,"1",40,160,0.25,"L",660,"200_pre_200_post_word"
"791","p05",0.954545455,"S","LT",33,"2",55,160,0.34375,"H",660,"200_pre_200_post_word"
"792","p05",0.954545455,"S","LT",34,"1",40,160,0.25,"L",680,"200_pre_200_post_word"
"793","p05",0.954545455,"S","LT",34,"2",60,160,0.375,"H",680,"200_pre_200_post_word"
"794","p05",0.954545455,"S","LT",35,"1",40,160,0.25,"L",700,"200_pre_200_post_word"
"795","p05",0.954545455,"S","LT",35,"2",60,160,0.375,"H",700,"200_pre_200_post_word"
"796","p05",0.954545455,"S","LT",36,"1",23,160,0.14375,"L",720,"200_pre_200_post_word"
"797","p05",0.954545455,"S","LT",36,"2",62,160,0.3875,"H",720,"200_pre_200_post_word"
"798","p05",0.954545455,"S","LT",37,"1",20,160,0.125,"L",740,"200_pre_200_post_word"
"799","p05",0.954545455,"S","LT",37,"2",80,160,0.5,"H",740,"200_pre_200_post_word"
"800","p05",0.954545455,"S","LT",38,"1",20,160,0.125,"L",760,"200_pre_200_post_word"
"801","p05",0.954545455,"S","LT",38,"2",80,160,0.5,"H",760,"200_pre_200_post_word"
"802","p05",0.954545455,"S","LT",39,"1",20,160,0.125,"L",780,"200_pre_200_post_word"
"803","p05",0.954545455,"S","LT",39,"2",93,160,0.58125,"H",780,"200_pre_200_post_word"
"804","p05",0.954545455,"S","LT",40,"1",21,160,0.13125,"L",800,"200_pre_200_post_word"
"805","p05",0.954545455,"S","LT",40,"2",100,160,0.625,"H",800,"200_pre_200_post_word"
"806","p05",0.954545455,"S","LT",41,"1",40,160,0.25,"L",820,"200_pre_200_post_word"
"807","p05",0.954545455,"S","LT",41,"2",100,160,0.625,"H",820,"200_pre_200_post_word"
"808","p05",0.954545455,"S","LT",42,"1",40,160,0.25,"L",840,"200_pre_200_post_word"
"809","p05",0.954545455,"S","LT",42,"2",94,160,0.5875,"H",840,"200_pre_200_post_word"
"810","p05",0.954545455,"S","LT",43,"1",40,160,0.25,"L",860,"200_pre_200_post_word"
"811","p05",0.954545455,"S","LT",43,"2",98,160,0.6125,"H",860,"200_pre_200_post_word"
"812","p05",0.954545455,"S","LT",44,"1",40,160,0.25,"L",880,"200_pre_200_post_word"
"813","p05",0.954545455,"S","LT",44,"2",83,160,0.51875,"H",880,"200_pre_200_post_word"
"814","p05",0.954545455,"S","LT",45,"1",40,160,0.25,"L",900,"200_pre_200_post_word"
"815","p05",0.954545455,"S","LT",45,"2",100,160,0.625,"H",900,"200_pre_200_post_word"
"816","p05",0.954545455,"S","LT",46,"1",40,160,0.25,"L",920,"200_pre_200_post_word"
"817","p05",0.954545455,"S","LT",46,"2",116,160,0.725,"H",920,"200_pre_200_post_word"
"818","p05",0.954545455,"S","LT",47,"1",40,160,0.25,"L",940,"200_pre_200_post_word"
"819","p05",0.954545455,"S","LT",47,"2",120,160,0.75,"H",940,"200_pre_200_post_word"
"820","p05",0.954545455,"S","LT",48,"1",40,160,0.25,"L",960,"200_pre_200_post_word"
"821","p05",0.954545455,"S","LT",48,"2",118,160,0.7375,"H",960,"200_pre_200_post_word"
"822","p05",0.954545455,"S","LT",49,"1",40,160,0.25,"L",980,"200_pre_200_post_word"
"823","p05",0.954545455,"S","LT",49,"2",100,160,0.625,"H",980,"200_pre_200_post_word"
"824","p05",0.954545455,"S","LT",50,"1",35,160,0.21875,"L",1000,"200_pre_200_post_word"
"825","p05",0.954545455,"S","LT",50,"2",100,160,0.625,"H",1000,"200_pre_200_post_word"
"826","p06",0.880952381,"CS","HT",30,"1",80,160,0.5,"H",600,"200_pre_200_post_word"
"827","p06",0.880952381,"CS","HT",30,"2",62,160,0.3875,"L",600,"200_pre_200_post_word"
"828","p06",0.880952381,"CS","HT",31,"1",80,160,0.5,"H",620,"200_pre_200_post_word"
"829","p06",0.880952381,"CS","HT",31,"2",55,160,0.34375,"L",620,"200_pre_200_post_word"
"830","p06",0.880952381,"CS","HT",32,"1",80,160,0.5,"H",640,"200_pre_200_post_word"
"831","p06",0.880952381,"CS","HT",32,"2",44,160,0.275,"L",640,"200_pre_200_post_word"
"832","p06",0.880952381,"CS","HT",33,"1",80,160,0.5,"H",660,"200_pre_200_post_word"
"833","p06",0.880952381,"CS","HT",33,"2",40,160,0.25,"L",660,"200_pre_200_post_word"
"834","p06",0.880952381,"CS","HT",34,"1",80,160,0.5,"H",680,"200_pre_200_post_word"
"835","p06",0.880952381,"CS","HT",34,"2",40,160,0.25,"L",680,"200_pre_200_post_word"
"836","p06",0.880952381,"CS","HT",35,"1",80,160,0.5,"H",700,"200_pre_200_post_word"
"837","p06",0.880952381,"CS","HT",35,"2",40,160,0.25,"L",700,"200_pre_200_post_word"
"838","p06",0.880952381,"CS","HT",36,"1",80,160,0.5,"H",720,"200_pre_200_post_word"
"839","p06",0.880952381,"CS","HT",36,"2",40,160,0.25,"L",720,"200_pre_200_post_word"
"840","p06",0.880952381,"CS","HT",37,"1",80,160,0.5,"H",740,"200_pre_200_post_word"
"841","p06",0.880952381,"CS","HT",37,"2",40,160,0.25,"L",740,"200_pre_200_post_word"
"842","p06",0.880952381,"CS","HT",38,"1",69,160,0.43125,"H",760,"200_pre_200_post_word"
"843","p06",0.880952381,"CS","HT",38,"2",40,160,0.25,"L",760,"200_pre_200_post_word"
"844","p06",0.880952381,"CS","HT",39,"1",70,160,0.4375,"H",780,"200_pre_200_post_word"
"845","p06",0.880952381,"CS","HT",39,"2",40,160,0.25,"L",780,"200_pre_200_post_word"
"846","p06",0.880952381,"CS","HT",40,"1",80,160,0.5,"H",800,"200_pre_200_post_word"
"847","p06",0.880952381,"CS","HT",40,"2",40,160,0.25,"L",800,"200_pre_200_post_word"
"848","p06",0.880952381,"CS","HT",41,"1",80,160,0.5,"H",820,"200_pre_200_post_word"
"849","p06",0.880952381,"CS","HT",41,"2",40,160,0.25,"L",820,"200_pre_200_post_word"
"850","p06",0.880952381,"CS","HT",42,"1",80,160,0.5,"H",840,"200_pre_200_post_word"
"851","p06",0.880952381,"CS","HT",42,"2",40,160,0.25,"L",840,"200_pre_200_post_word"
"852","p06",0.880952381,"CS","HT",43,"1",80,160,0.5,"H",860,"200_pre_200_post_word"
"853","p06",0.880952381,"CS","HT",43,"2",40,160,0.25,"L",860,"200_pre_200_post_word"
"854","p06",0.880952381,"CS","HT",44,"1",80,160,0.5,"H",880,"200_pre_200_post_word"
"855","p06",0.880952381,"CS","HT",44,"2",40,160,0.25,"L",880,"200_pre_200_post_word"
"856","p06",0.880952381,"CS","HT",45,"1",80,160,0.5,"H",900,"200_pre_200_post_word"
"857","p06",0.880952381,"CS","HT",45,"2",40,160,0.25,"L",900,"200_pre_200_post_word"
"858","p06",0.880952381,"CS","HT",46,"1",80,160,0.5,"H",920,"200_pre_200_post_word"
"859","p06",0.880952381,"CS","HT",46,"2",40,160,0.25,"L",920,"200_pre_200_post_word"
"860","p06",0.880952381,"CS","HT",47,"1",93,160,0.58125,"H",940,"200_pre_200_post_word"
"861","p06",0.880952381,"CS","HT",47,"2",40,160,0.25,"L",940,"200_pre_200_post_word"
"862","p06",0.880952381,"CS","HT",48,"1",100,160,0.625,"H",960,"200_pre_200_post_word"
"863","p06",0.880952381,"CS","HT",48,"2",40,160,0.25,"L",960,"200_pre_200_post_word"
"864","p06",0.880952381,"CS","HT",49,"1",93,160,0.58125,"H",980,"200_pre_200_post_word"
"865","p06",0.880952381,"CS","HT",49,"2",22,160,0.1375,"L",980,"200_pre_200_post_word"
"866","p06",0.880952381,"CS","HT",50,"1",80,160,0.5,"H",1000,"200_pre_200_post_word"
"867","p06",0.880952381,"CS","HT",50,"2",20,160,0.125,"L",1000,"200_pre_200_post_word"
